Geo_accession,CEL_file_names,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,platform_id,contact_country,contact_institute,GSE_ID,GSE_filename,cell_line,disease,origin,Cellosaurus_ID,Cellline,Matching_Type,cell_line_Trimmed
GSM1230842,GSM1230842,OVTOKO:PTX_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVTOKO Paclitaxel 24h,Homo sapiens,cell line: OVTOKO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVTOKO,,,CVCL_3117,OVTOKO,Cello Cell line Name,ovtoko
GSM1230843,GSM1230843,OVTOKO:PTX_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVTOKO Paclitaxel 24h,Homo sapiens,cell line: OVTOKO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVTOKO,,,CVCL_3117,OVTOKO,Cello Cell line Name,ovtoko
GSM1230844,GSM1230844,OVTOKO:PTX_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVTOKO Paclitaxel 24h,Homo sapiens,cell line: OVTOKO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVTOKO,,,CVCL_3117,OVTOKO,Cello Cell line Name,ovtoko
GSM1230845,GSM1230845,OVCAR-4:Ctrl_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVCAR-4 Control,Homo sapiens,cell line: OVCAR-4,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVCAR-4,,,CVCL_1627,OVCAR-4,Cello Cell line Name,ovcar4
GSM1230846,GSM1230846,OVCAR-4:Ctrl_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVCAR-4 Control,Homo sapiens,cell line: OVCAR-4,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVCAR-4,,,CVCL_1627,OVCAR-4,Cello Cell line Name,ovcar4
GSM1230847,GSM1230847,OVCAR-4:Ctrl_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVCAR-4 Control,Homo sapiens,cell line: OVCAR-4,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVCAR-4,,,CVCL_1627,OVCAR-4,Cello Cell line Name,ovcar4
GSM1230848,GSM1230848,OVCAR-4:ERI_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVCAR-4 Eribulin 24h,Homo sapiens,cell line: OVCAR-4,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVCAR-4,,,CVCL_1627,OVCAR-4,Cello Cell line Name,ovcar4
GSM1230849,GSM1230849,OVCAR-4:ERI_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVCAR-4 Eribulin 24h,Homo sapiens,cell line: OVCAR-4,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVCAR-4,,,CVCL_1627,OVCAR-4,Cello Cell line Name,ovcar4
GSM1230850,GSM1230850,OVCAR-4:ERI_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVCAR-4 Eribulin 24h,Homo sapiens,cell line: OVCAR-4,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVCAR-4,,,CVCL_1627,OVCAR-4,Cello Cell line Name,ovcar4
GSM1230851,GSM1230851,OVCAR-4:PTX_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVCAR-4 Paclitaxel 24h,Homo sapiens,cell line: OVCAR-4,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVCAR-4,,,CVCL_1627,OVCAR-4,Cello Cell line Name,ovcar4
GSM1230852,GSM1230852,OVCAR-4:PTX_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVCAR-4 Paclitaxel 24h,Homo sapiens,cell line: OVCAR-4,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVCAR-4,,,CVCL_1627,OVCAR-4,Cello Cell line Name,ovcar4
GSM1230853,GSM1230853,OVCAR-4:PTX_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVCAR-4 Paclitaxel 24h,Homo sapiens,cell line: OVCAR-4,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVCAR-4,,,CVCL_1627,OVCAR-4,Cello Cell line Name,ovcar4
GSM1230854,GSM1230854,OVSAHO:Ctrl_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVSAHO Control,Homo sapiens,cell line: OVSAHO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVSAHO,,,CVCL_3114,OVSAHO,Cello Cell line Name,ovsaho
GSM1230855,GSM1230855,OVSAHO:Ctrl_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVSAHO Control,Homo sapiens,cell line: OVSAHO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVSAHO,,,CVCL_3114,OVSAHO,Cello Cell line Name,ovsaho
GSM1230856,GSM1230856,OVSAHO:Ctrl_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVSAHO Control,Homo sapiens,cell line: OVSAHO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVSAHO,,,CVCL_3114,OVSAHO,Cello Cell line Name,ovsaho
GSM1230857,GSM1230857,OVSAHO:ERI_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVSAHO Eribulin 24h,Homo sapiens,cell line: OVSAHO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVSAHO,,,CVCL_3114,OVSAHO,Cello Cell line Name,ovsaho
GSM1230858,GSM1230858,OVSAHO:ERI_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVSAHO Eribulin 24h,Homo sapiens,cell line: OVSAHO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVSAHO,,,CVCL_3114,OVSAHO,Cello Cell line Name,ovsaho
GSM1230859,GSM1230859,OVSAHO:ERI_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVSAHO Eribulin 24h,Homo sapiens,cell line: OVSAHO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVSAHO,,,CVCL_3114,OVSAHO,Cello Cell line Name,ovsaho
GSM1230860,GSM1230860,OVSAHO:PTX_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVSAHO Paclitaxel 24h,Homo sapiens,cell line: OVSAHO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVSAHO,,,CVCL_3114,OVSAHO,Cello Cell line Name,ovsaho
GSM1230861,GSM1230861,OVSAHO:PTX_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVSAHO Paclitaxel 24h,Homo sapiens,cell line: OVSAHO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVSAHO,,,CVCL_3114,OVSAHO,Cello Cell line Name,ovsaho
GSM1230862,GSM1230862,OVSAHO:PTX_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,OVSAHO Paclitaxel 24h,Homo sapiens,cell line: OVSAHO,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,OVSAHO,,,CVCL_3114,OVSAHO,Cello Cell line Name,ovsaho
GSM1230863,GSM1230863,EFO-21:Ctrl_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,EFO-21 Control,Homo sapiens,cell line: EFO-21,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,EFO-21,,,CVCL_0029,EFO-21,Cello Cell line Name,efo21
GSM1230864,GSM1230864,EFO-21:Ctrl_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,EFO-21 Control,Homo sapiens,cell line: EFO-21,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,EFO-21,,,CVCL_0029,EFO-21,Cello Cell line Name,efo21
GSM1230865,GSM1230865,EFO-21:Ctrl_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,EFO-21 Control,Homo sapiens,cell line: EFO-21,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,EFO-21,,,CVCL_0029,EFO-21,Cello Cell line Name,efo21
GSM1230866,GSM1230866,EFO-21:ERI_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,EFO-21 Eribulin 24h,Homo sapiens,cell line: EFO-21,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,EFO-21,,,CVCL_0029,EFO-21,Cello Cell line Name,efo21
GSM1230867,GSM1230867,EFO-21:ERI_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,EFO-21 Eribulin 24h,Homo sapiens,cell line: EFO-21,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,EFO-21,,,CVCL_0029,EFO-21,Cello Cell line Name,efo21
GSM1230868,GSM1230868,EFO-21:ERI_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,EFO-21 Eribulin 24h,Homo sapiens,cell line: EFO-21,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,EFO-21,,,CVCL_0029,EFO-21,Cello Cell line Name,efo21
GSM1230869,GSM1230869,EFO-21:PTX_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,EFO-21 Paclitaxel 24h,Homo sapiens,cell line: EFO-21,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,EFO-21,,,CVCL_0029,EFO-21,Cello Cell line Name,efo21
GSM1230870,GSM1230870,EFO-21:PTX_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,EFO-21 Paclitaxel 24h,Homo sapiens,cell line: EFO-21,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,EFO-21,,,CVCL_0029,EFO-21,Cello Cell line Name,efo21
GSM1230871,GSM1230871,EFO-21:PTX_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,EFO-21 Paclitaxel 24h,Homo sapiens,cell line: EFO-21,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,EFO-21,,,CVCL_0029,EFO-21,Cello Cell line Name,efo21
GSM1230872,GSM1230872,COV434:Ctrl_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,COV434 Control,Homo sapiens,cell line: COV434,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,COV434,,,CVCL_2010,COV434,Cello Cell line Name,cov434
GSM1230873,GSM1230873,COV434:Ctrl_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,COV434 Control,Homo sapiens,cell line: COV434,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,COV434,,,CVCL_2010,COV434,Cello Cell line Name,cov434
GSM1230874,GSM1230874,COV434:Ctrl_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,COV434 Control,Homo sapiens,cell line: COV434,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,COV434,,,CVCL_2010,COV434,Cello Cell line Name,cov434
GSM1230875,GSM1230875,COV434:ERI_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,COV434 Eribulin 24h,Homo sapiens,cell line: COV434,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,COV434,,,CVCL_2010,COV434,Cello Cell line Name,cov434
GSM1230876,GSM1230876,COV434:ERI_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,COV434 Eribulin 24h,Homo sapiens,cell line: COV434,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,COV434,,,CVCL_2010,COV434,Cello Cell line Name,cov434
GSM1230877,GSM1230877,COV434:ERI_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,COV434 Eribulin 24h,Homo sapiens,cell line: COV434,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,COV434,,,CVCL_2010,COV434,Cello Cell line Name,cov434
GSM1230878,GSM1230878,COV434:PTX_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,COV434 Paclitaxel 24h,Homo sapiens,cell line: COV434,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,COV434,,,CVCL_2010,COV434,Cello Cell line Name,cov434
GSM1230879,GSM1230879,COV434:PTX_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,COV434 Paclitaxel 24h,Homo sapiens,cell line: COV434,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,COV434,,,CVCL_2010,COV434,Cello Cell line Name,cov434
GSM1230880,GSM1230880,COV434:PTX_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,COV434 Paclitaxel 24h,Homo sapiens,cell line: COV434,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,COV434,,,CVCL_2010,COV434,Cello Cell line Name,cov434
GSM1230881,GSM1230881,CaOv3:Ctrl_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,CaOv3 Control,Homo sapiens,cell line: CaOv3,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,CaOv3,,,CVCL_0201,CaOv3,Cello Cell line Synonym,caov3
GSM1230882,GSM1230882,CaOv3:Ctrl_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,CaOv3 Control,Homo sapiens,cell line: CaOv3,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,CaOv3,,,CVCL_0201,CaOv3,Cello Cell line Synonym,caov3
GSM1230883,GSM1230883,CaOv3:Ctrl_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,CaOv3 Control,Homo sapiens,cell line: CaOv3,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,CaOv3,,,CVCL_0201,CaOv3,Cello Cell line Synonym,caov3
GSM1230884,GSM1230884,CaOv3:ERI_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,CaOv3 Eribulin 24h,Homo sapiens,cell line: CaOv3,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,CaOv3,,,CVCL_0201,CaOv3,Cello Cell line Synonym,caov3
GSM1230885,GSM1230885,CaOv3:ERI_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,CaOv3 Eribulin 24h,Homo sapiens,cell line: CaOv3,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,CaOv3,,,CVCL_0201,CaOv3,Cello Cell line Synonym,caov3
GSM1230886,GSM1230886,CaOv3:ERI_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,CaOv3 Eribulin 24h,Homo sapiens,cell line: CaOv3,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,CaOv3,,,CVCL_0201,CaOv3,Cello Cell line Synonym,caov3
GSM1230887,GSM1230887,CaOv3:PTX_1,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,CaOv3 Paclitaxel 24h,Homo sapiens,cell line: CaOv3,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,CaOv3,,,CVCL_0201,CaOv3,Cello Cell line Synonym,caov3
GSM1230888,GSM1230888,CaOv3:PTX_2,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,CaOv3 Paclitaxel 24h,Homo sapiens,cell line: CaOv3,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,CaOv3,,,CVCL_0201,CaOv3,Cello Cell line Synonym,caov3
GSM1230889,GSM1230889,CaOv3:PTX_3,Public on Oct 02 2014,Sep 12 2013,Oct 02 2014,RNA,1.0,CaOv3 Paclitaxel 24h,Homo sapiens,cell line: CaOv3,GPL570,USA,Eisai Inc,GSE50831,GSE50831_series_matrix.txt.gz,CaOv3,,,CVCL_0201,CaOv3,Cello Cell line Synonym,caov3
GSM1300941,GSM1300941,Cell line drug naive_DB,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: DB,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,DB,Diffuse large B-cell lymphoma,,CVCL_1168,DB,Cello Cell line Name,db
GSM1300942,GSM1300942,Cell line drug naive_FARAGE,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: FARAGE,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,FARAGE,Diffuse large B-cell lymphoma,,CVCL_3302,FARAGE,Cello Cell line Synonym,farage
GSM1300943,GSM1300943,Cell line drug naive_HBL-1,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: HBL-1,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,HBL-1,Diffuse large B-cell lymphoma,,CVCL_M572,HBL1,Cello match alphanum,hbl1
GSM1300944,GSM1300944,Cell line drug naive_NU-DHL-1,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: NU-DHL-1,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,NU-DHL-1,Diffuse large B-cell lymphoma,,CVCL_1876,NU-DHL-1,Cello Cell line Name,nudhl1
GSM1300945,GSM1300945,Cell line drug naive_NU-DUL-1,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: NU-DUL-1,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,NU-DUL-1,Diffuse large B-cell lymphoma,,CVCL_1877,NU-DUL-1,Cello Cell line Name,nudul1
GSM1300946,GSM1300946,Cell line drug naive_OCI-Ly3,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: OCI-Ly3,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,OCI-Ly3,Diffuse large B-cell lymphoma,,CVCL_8800,OCI-Ly3,Cello Cell line Name,ocily3
GSM1300947,GSM1300947,Cell line drug naive_OCI-Ly7,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: OCI-Ly7,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,OCI-Ly7,Diffuse large B-cell lymphoma,,CVCL_1881,OCI-Ly7,Cello Cell line Name,ocily7
GSM1300948,GSM1300948,Cell line drug naive_OCI-Ly19,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: OCI-Ly19,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,OCI-Ly19,Diffuse large B-cell lymphoma,,CVCL_1878,OCI-Ly19,Cello Cell line Name,ocily19
GSM1300949,GSM1300949,Cell line drug naive_RIVA,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: RIVA,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,RIVA,Diffuse large B-cell lymphoma,,CVCL_1885,RIVA,Cello Cell line Synonym,riva
GSM1300950,GSM1300950,Cell line drug naive_SU-DHL-4,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: SU-DHL-4,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,SU-DHL-4,Diffuse large B-cell lymphoma,,CVCL_0539,SU-DHL-4,Cello Cell line Name,sudhl4
GSM1300951,GSM1300951,Cell line drug naive_SU-DHL-5,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: SU-DHL-5,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,SU-DHL-5,Diffuse large B-cell lymphoma,,CVCL_1735,SU-DHL-5,Cello Cell line Name,sudhl5
GSM1300952,GSM1300952,Cell line drug naive_SU-DHL-8,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: SU-DHL-8,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,SU-DHL-8,Diffuse large B-cell lymphoma,,CVCL_2207,SU-DHL-8,Cello Cell line Name,sudhl8
GSM1300953,GSM1300953,Cell line drug naive_U2932,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: U2932,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,U2932,Diffuse large B-cell lymphoma,,CVCL_1896,U2932,Cello Cell line Synonym,u2932
GSM1300954,GSM1300954,Cell line drug naive_MC-116,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: MC-116,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,MC-116,Undifferentiated lymphoma,,CVCL_1399,MC-116,Cello Cell line Synonym,mc116
GSM1300955,GSM1300955,Cell line drug naive_KMM-1,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: KMM-1,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,KMM-1,Multiple myeloma,,CVCL_2981,KMM-1,Cello Cell line Name,kmm1
GSM1300956,GSM1300956,Cell line drug naive_KMS-11,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: KMS-11,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,KMS-11,Multiple myeloma,,CVCL_2989,KMS-11,Cello Cell line Name,kms11
GSM1300957,GSM1300957,Cell line drug naive_KMS-12-BM,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: KMS-12-BM,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,KMS-12-BM,Multiple myeloma,,CVCL_1334,KMS-12-BM,Cello Cell line Name,kms12bm
GSM1300958,GSM1300958,Cell line drug naive_KMS-12-PE,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: KMS-12-PE,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,KMS-12-PE,Multiple myeloma,,CVCL_1333,KMS-12-PE,Cello Cell line Name,kms12pe
GSM1300959,GSM1300959,Cell line drug naive_LP-1,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: LP-1,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,LP-1,Multiple myeloma,,CVCL_0012,LP-1,Cello Cell line Name,lp1
GSM1300960,GSM1300960,Cell line drug naive_MM1S,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: MM1S,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,MM1S,Multiple myeloma,,CVCL_8792,MM1S,Cello Cell line Synonym,mm1s
GSM1300961,GSM1300961,Cell line drug naive_MOLP-8,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: MOLP-8,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,MOLP-8,Multiple myeloma,,CVCL_2124,MOLP-8,Cello Cell line Name,molp8
GSM1300962,GSM1300962,Cell line drug naive_NCI-H929,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: NCI-H929,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,NCI-H929,Multiple myeloma,,CVCL_1600,NCI-H929,Cello Cell line Name,ncih929
GSM1300963,GSM1300963,Cell line drug naive_OPM-2,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: OPM-2,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,OPM-2,Multiple myeloma,,CVCL_1625,OPM-2,Cello Cell line Name,opm2
GSM1300964,GSM1300964,Cell line drug naive_RPMI-8226,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: RPMI-8226,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,RPMI-8226,Multiple myeloma,,CVCL_0014,RPMI-8226,Cello Cell line Name,rpmi8226
GSM1300965,GSM1300965,Cell line drug naive_U-266,Public on Apr 19 2015,Jan 03 2014,Apr 19 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: U-266,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,U-266,Multiple myeloma,,CVCL_0566,U-266,Cello Cell line Synonym,u266
GSM1300966,GSM1300966,Cell line drug naive_AMO-1,Public on Apr 19 2015,Jan 03 2014,Nov 06 2015,RNA,1.0,malignant human B-cell cell line,Homo sapiens,cell line: AMO-1,GPL570,Denmark,Aalborg University Hospital,GSE53798,GSE53798_series_matrix.txt.gz,AMO-1,Plasmacytoma,,CVCL_1806,AMO-1,Cello Cell line Synonym,amo1
GSM1374369,GSM1374369,A1631-07,Public on Apr 28 2014,Apr 25 2014,Apr 28 2014,RNA,1.0,AZ GENE EXPRESSION,Homo sapiens,cell line: 977,GPL570,United Kingdom,AstraZeneca,GSE57083,GSE57083_series_matrix.txt.gz,977,,Bladder,CVCL_8625,97-7,Cello match alphanum,977
GSM1374370,GSM1374370,SR5076_HUMAN_U133_PLUS2_250310,Public on Apr 28 2014,Apr 25 2014,Apr 28 2014,RNA,1.0,AZ GENE EXPRESSION,Homo sapiens,cell line: 5637,GPL570,United Kingdom,AstraZeneca,GSE57083,GSE57083_series_matrix.txt.gz,5637,,Bladder,CVCL_0126,5637,Cello Cell line Name,5637
