method,cluster,n_lines,top_tissue,top_tissue_frac,cross_tissue,nearly_pure,breakdown_json
Louvain_k15,12,115,ovary,0.3565217391304348,True,False,"{""ovary"": 0.3565, ""kidney"": 0.313, ""uterus"": 0.2174, ""liver"": 0.0435, ""urinary_tract"": 0.0261, ""thyroid"": 0.0174, ""breast"": 0.0087, ""lung"": 0.0087, ""soft_tissue"": 0.0087}"
Louvain_k15,13,120,skin,0.825,False,False,"{""skin"": 0.825, ""eye"": 0.1, ""central_nervous_system"": 0.0333, ""soft_tissue"": 0.0167, ""peripheral_nervous_system"": 0.0167, ""unknown"": 0.0083}"
Louvain_k15,14,67,lymphocyte,0.9402985074626866,False,True,"{""lymphocyte"": 0.9403, ""plasma_cell"": 0.0299, ""blood"": 0.0299}"
Louvain_k20,0,87,breast,0.5057471264367817,False,False,"{""breast"": 0.5057, ""lung"": 0.3563, ""prostate"": 0.046, ""cervix"": 0.0345, ""bile_duct"": 0.023, ""esophagus"": 0.0115, ""gastric"": 0.0115, ""colorectal"": 0.0115}"
Louvain_k20,1,140,lung,0.3142857142857143,True,False,"{""lung"": 0.3143, ""pancreas"": 0.2643, ""bile_duct"": 0.1429, ""colorectal"": 0.0643, ""gastric"": 0.05, ""breast"": 0.0429, ""ovary"": 0.0357, ""esophagus"": 0.0214, ""urinary_tract"": 0.0214, ""uterus"": 0.0143, ""prostate"": 0.0143, ""central_nervous_system"": 0.0071, ""thyroid"": 0.0071}"
Louvain_k20,2,72,soft_tissue,0.3888888888888889,True,False,"{""soft_tissue"": 0.3889, ""lung"": 0.1528, ""ovary"": 0.0833, ""uterus"": 0.0556, ""kidney"": 0.0556, ""pancreas"": 0.0417, ""central_nervous_system"": 0.0417, ""bile_duct"": 0.0278, ""esophagus"": 0.0278, ""gastric"": 0.0278, ""peripheral_nervous_system"": 0.0139, ""breast"": 0.0139, ""bone"": 0.0139, ""upper_aerodigestive"": 0.0139, ""liver"": 0.0139, ""adrenal_cortex"": 0.0139, ""cervix"": 0.0139}"
Louvain_k20,3,65,blood,1.0,False,True,"{""blood"": 1.0}"
Louvain_k20,4,188,upper_aerodigestive,0.3351063829787234,True,False,"{""upper_aerodigestive"": 0.3351, ""esophagus"": 0.1223, ""lung"": 0.1117, ""urinary_tract"": 0.1117, ""cervix"": 0.0638, ""breast"": 0.0426, ""bile_duct"": 0.0372, ""pancreas"": 0.0319, ""uterus"": 0.0319, ""prostate"": 0.0319, ""skin"": 0.0266, ""gastric"": 0.0213, ""ovary"": 0.016, ""colorectal"": 0.0053, ""thyroid"": 0.0053, ""epidermoid_carcinoma"": 0.0053}"
Louvain_k20,5,46,blood,0.8695652173913043,False,False,"{""blood"": 0.8696, ""lymphocyte"": 0.1304}"
Louvain_k20,6,77,lung,0.8311688311688312,False,False,"{""lung"": 0.8312, ""gastric"": 0.039, ""colorectal"": 0.026, ""ovary"": 0.013, ""thyroid"": 0.013, ""upper_aerodigestive"": 0.013, ""cervix"": 0.013, ""uterus"": 0.013, ""prostate"": 0.013, ""pancreas"": 0.013, ""skin"": 0.013}"
Louvain_k20,7,149,lymphocyte,0.7181208053691275,False,False,"{""lymphocyte"": 0.7181, ""plasma_cell"": 0.2013, ""blood"": 0.0671, ""lung"": 0.0067, ""soft_tissue"": 0.0067}"
Louvain_k20,8,75,peripheral_nervous_system,0.44,True,False,"{""peripheral_nervous_system"": 0.44, ""soft_tissue"": 0.2, ""testis"": 0.0667, ""central_nervous_system"": 0.0667, ""lung"": 0.0533, ""embryo"": 0.04, ""gastric"": 0.0267, ""eye"": 0.0267, ""upper_aerodigestive"": 0.0133, ""adrenal_cortex"": 0.0133, ""blood"": 0.0133, ""uterus"": 0.0133, ""colorectal"": 0.0133, ""ovary"": 0.0133}"
Louvain_k20,9,120,ovary,0.325,True,False,"{""ovary"": 0.325, ""kidney"": 0.3, ""uterus"": 0.1917, ""liver"": 0.0583, ""bile_duct"": 0.0333, ""lung"": 0.025, ""urinary_tract"": 0.025, ""thyroid"": 0.0167, ""breast"": 0.0083, ""soft_tissue"": 0.0083, ""pancreas"": 0.0083}"
Louvain_k20,10,124,colorectal,0.5645161290322581,False,False,"{""colorectal"": 0.5645, ""gastric"": 0.1855, ""liver"": 0.0726, ""bile_duct"": 0.0484, ""pancreas"": 0.0403, ""lung"": 0.0242, ""esophagus"": 0.0242, ""ovary"": 0.0242, ""breast"": 0.0081, ""urinary_tract"": 0.0081}"
Louvain_k20,11,25,bone,0.96,False,True,"{""bone"": 0.96, ""peripheral_nervous_system"": 0.04}"
Louvain_k20,12,120,skin,0.825,False,False,"{""skin"": 0.825, ""eye"": 0.1, ""central_nervous_system"": 0.0333, ""soft_tissue"": 0.0167, ""peripheral_nervous_system"": 0.0167, ""unknown"": 0.0083}"
Louvain_k20,13,385,central_nervous_system,0.21558441558441557,True,False,"{""central_nervous_system"": 0.2156, ""lung"": 0.1403, ""soft_tissue"": 0.1117, ""fibroblast"": 0.0987, ""bone"": 0.0753, ""thyroid"": 0.0494, ""skin"": 0.0364, ""ovary"": 0.0234, ""urinary_tract"": 0.0234, ""liver"": 0.0234, ""breast"": 0.0234, ""unknown"": 0.0208, ""eye"": 0.0208, ""kidney"": 0.0182, ""peripheral_nervous_system"": 0.0182, ""uterus"": 0.0156, ""bile_duct"": 0.0156, ""upper_aerodigestive"": 0.0156, ""gastric"": 0.013, ""muscle"": 0.013, ""testis"": 0.0052, ""cervix"": 0.0052, ""hair"": 0.0052, ""pancreas"": 0.0052, ""pleura"": 0.0026, ""embryo"": 0.0026, ""colorectal"": 0.0026}"
Louvain_k30,0,178,soft_tissue,0.24157303370786518,True,False,"{""soft_tissue"": 0.2416, ""peripheral_nervous_system"": 0.1966, ""bone"": 0.1461, ""lung"": 0.1067, ""central_nervous_system"": 0.0449, ""ovary"": 0.0393, ""testis"": 0.0337, ""uterus"": 0.0281, ""gastric"": 0.0225, ""kidney"": 0.0225, ""pancreas"": 0.0169, ""embryo"": 0.0169, ""upper_aerodigestive"": 0.0112, ""bile_duct"": 0.0112, ""eye"": 0.0112, ""adrenal_cortex"": 0.0112, ""esophagus"": 0.0112, ""blood"": 0.0056, ""breast"": 0.0056, ""colorectal"": 0.0056, ""liver"": 0.0056, ""cervix"": 0.0056}"
Louvain_k30,1,196,upper_aerodigestive,0.32142857142857145,True,False,"{""upper_aerodigestive"": 0.3214, ""esophagus"": 0.1173, ""urinary_tract"": 0.1122, ""lung"": 0.1071, ""breast"": 0.0765, ""cervix"": 0.0612, ""bile_duct"": 0.0357, ""uterus"": 0.0306, ""prostate"": 0.0306, ""pancreas"": 0.0255, ""skin"": 0.0255, ""gastric"": 0.0204, ""ovary"": 0.0153, ""thyroid"": 0.0102, ""colorectal"": 0.0051, ""epidermoid_carcinoma"": 0.0051}"
Louvain_k30,2,195,lymphocyte,0.5794871794871795,False,False,"{""lymphocyte"": 0.5795, ""blood"": 0.2564, ""plasma_cell"": 0.1538, ""lung"": 0.0051, ""soft_tissue"": 0.0051}"
Louvain_k30,3,169,lung,0.40236686390532544,True,False,"{""lung"": 0.4024, ""pancreas"": 0.2249, ""bile_duct"": 0.142, ""colorectal"": 0.0533, ""gastric"": 0.0533, ""esophagus"": 0.0237, ""ovary"": 0.0237, ""cervix"": 0.0178, ""uterus"": 0.0118, ""breast"": 0.0118, ""urinary_tract"": 0.0118, ""prostate"": 0.0118, ""central_nervous_system"": 0.0059, ""thyroid"": 0.0059}"
Louvain_k30,4,50,breast,0.76,False,False,"{""breast"": 0.76, ""lung"": 0.18, ""prostate"": 0.04, ""colorectal"": 0.02}"
Louvain_k30,5,379,central_nervous_system,0.21899736147757257,True,False,"{""central_nervous_system"": 0.219, ""lung"": 0.1372, ""soft_tissue"": 0.1135, ""fibroblast"": 0.1003, ""bone"": 0.0739, ""thyroid"": 0.0475, ""skin"": 0.0369, ""liver"": 0.0264, ""ovary"": 0.0237, ""urinary_tract"": 0.0237, ""breast"": 0.0237, ""unknown"": 0.0211, ""eye"": 0.0211, ""kidney"": 0.0185, ""peripheral_nervous_system"": 0.0185, ""uterus"": 0.0158, ""upper_aerodigestive"": 0.0158, ""bile_duct"": 0.0132, ""muscle"": 0.0132, ""gastric"": 0.0106, ""cervix"": 0.0053, ""hair"": 0.0053, ""pancreas"": 0.0053, ""pleura"": 0.0026, ""testis"": 0.0026, ""embryo"": 0.0026, ""colorectal"": 0.0026}"
Louvain_k30,6,125,colorectal,0.56,False,False,"{""colorectal"": 0.56, ""gastric"": 0.184, ""liver"": 0.072, ""bile_duct"": 0.048, ""pancreas"": 0.04, ""lung"": 0.032, ""esophagus"": 0.024, ""ovary"": 0.024, ""breast"": 0.008, ""urinary_tract"": 0.008}"
Louvain_k30,7,120,skin,0.825,False,False,"{""skin"": 0.825, ""eye"": 0.1, ""central_nervous_system"": 0.0333, ""soft_tissue"": 0.0167, ""peripheral_nervous_system"": 0.0167, ""unknown"": 0.0083}"
Louvain_k30,8,120,ovary,0.3333333333333333,True,False,"{""ovary"": 0.3333, ""kidney"": 0.3, ""uterus"": 0.1917, ""liver"": 0.05, ""breast"": 0.025, ""urinary_tract"": 0.025, ""bile_duct"": 0.025, ""lung"": 0.0167, ""thyroid"": 0.0167, ""soft_tissue"": 0.0083, ""pancreas"": 0.0083}"
Louvain_k30,9,65,blood,1.0,False,True,"{""blood"": 1.0}"
Louvain_k30,10,76,lung,0.7894736842105263,False,False,"{""lung"": 0.7895, ""gastric"": 0.0395, ""prostate"": 0.0395, ""colorectal"": 0.0263, ""ovary"": 0.0132, ""thyroid"": 0.0132, ""upper_aerodigestive"": 0.0132, ""cervix"": 0.0132, ""uterus"": 0.0132, ""pancreas"": 0.0132, ""skin"": 0.0132, ""breast"": 0.0132}"
