model_id,method,cluster,tissue
ach-000384,HC_avg_k29,9,urinary_tract
ach-001053,HC_avg_k29,24,central_nervous_system
ach-001274,HC_avg_k29,18,soft_tissue
ach-000091,HC_avg_k29,3,ovary
ach-002932,HC_avg_k29,9,colorectal
ach-002014,HC_avg_k29,15,eye
ach-001634,HC_avg_k29,14,blood
ach-002531,HC_avg_k29,9,lung
ach-000495,HC_avg_k29,3,kidney
ach-000911,HC_avg_k29,9,gastric
ach-000013,HC_avg_k29,8,ovary
ach-002667,HC_avg_k29,9,colorectal
ach-000777,HC_avg_k29,9,esophagus
ach-001765,HC_avg_k29,22,soft_tissue
ach-000312,HC_avg_k29,24,peripheral_nervous_system
ach-000085,HC_avg_k29,9,pancreas
ach-000436,HC_avg_k29,14,plasma_cell
ach-000869,HC_avg_k29,9,lung
ach-003061,HC_avg_k29,24,lung
ach-003471,HC_avg_k29,2,thyroid
ach-000267,HC_avg_k29,14,lymphocyte
ach-000489,HC_avg_k29,9,colorectal
ach-000431,HC_avg_k29,24,lung
ach-000152,HC_avg_k29,18,central_nervous_system
ach-000909,HC_avg_k29,28,uterus
ach-000534,HC_avg_k29,14,lymphocyte
ach-001489,HC_avg_k29,24,lung
ach-000582,HC_avg_k29,15,skin
ach-000460,HC_avg_k29,8,ovary
ach-000443,HC_avg_k29,8,ovary
ach-001570,HC_avg_k29,15,skin
ach-000986,HC_avg_k29,9,colorectal
ach-001335,HC_avg_k29,9,cervix
ach-000023,HC_avg_k29,20,pancreas
ach-002062,HC_avg_k29,14,lymphocyte
ach-002462,HC_avg_k29,18,eye
ach-000151,HC_avg_k29,14,blood
ach-001277,HC_avg_k29,22,soft_tissue
ach-000607,HC_avg_k29,28,soft_tissue
ach-002647,HC_avg_k29,9,gastric
ach-000703,HC_avg_k29,24,lung
ach-001211,HC_avg_k29,28,soft_tissue
ach-003152,HC_avg_k29,18,lung
ach-001511,HC_avg_k29,9,upper_aerodigestive
ach-000113,HC_avg_k29,14,blood
ach-000337,HC_avg_k29,9,lung
ach-000598,HC_avg_k29,14,plasma_cell
ach-000057,HC_avg_k29,14,plasma_cell
ach-000281,HC_avg_k29,9,pancreas
ach-000321,HC_avg_k29,14,blood
ach-000985,HC_avg_k29,9,colorectal
ach-000444,HC_avg_k29,20,lung
ach-000347,HC_avg_k29,24,pancreas
ach-001399,HC_avg_k29,9,colorectal
ach-001097,HC_avg_k29,14,lymphocyte
ach-000127,HC_avg_k29,20,urinary_tract
ach-001961,HC_avg_k29,6,bile_duct
ach-001796,HC_avg_k29,18,soft_tissue
ach-000307,HC_avg_k29,9,pancreas
ach-001030,HC_avg_k29,24,bone
ach-002485,HC_avg_k29,14,lymphocyte
ach-000595,HC_avg_k29,15,central_nervous_system
ach-001540,HC_avg_k29,18,soft_tissue
ach-000298,HC_avg_k29,24,lung
ach-000771,HC_avg_k29,9,upper_aerodigestive
ach-000500,HC_avg_k29,20,upper_aerodigestive
ach-000353,HC_avg_k29,9,esophagus
ach-000363,HC_avg_k29,14,plasma_cell
ach-000350,HC_avg_k29,9,colorectal
ach-000053,HC_avg_k29,14,lymphocyte
ach-001543,HC_avg_k29,9,upper_aerodigestive
ach-000663,HC_avg_k29,3,ovary
ach-000346,HC_avg_k29,14,blood
ach-000970,HC_avg_k29,9,colorectal
ach-002543,HC_avg_k29,9,colorectal
ach-001333,HC_avg_k29,28,cervix
ach-000794,HC_avg_k29,9,upper_aerodigestive
ach-000039,HC_avg_k29,24,bone
ach-000471,HC_avg_k29,1,liver
ach-000850,HC_avg_k29,18,fibroblast
ach-000291,HC_avg_k29,9,ovary
ach-001453,HC_avg_k29,9,prostate
ach-001458,HC_avg_k29,9,colorectal
ach-000886,HC_avg_k29,9,lung
ach-000888,HC_avg_k29,4,lung
ach-000659,HC_avg_k29,24,lung
ach-000030,HC_avg_k29,9,lung
ach-001201,HC_avg_k29,24,central_nervous_system
ach-000271,HC_avg_k29,14,lymphocyte
ach-002676,HC_avg_k29,14,blood
ach-000549,HC_avg_k29,9,upper_aerodigestive
ach-000555,HC_avg_k29,3,kidney
ach-000478,HC_avg_k29,18,liver
ach-000775,HC_avg_k29,9,lung
ach-002214,HC_avg_k29,14,lymphocyte
ach-000038,HC_avg_k29,14,lymphocyte
ach-001109,HC_avg_k29,28,soft_tissue
ach-001442,HC_avg_k29,9,epidermoid_carcinoma
ach-000559,HC_avg_k29,24,lung
ach-000510,HC_avg_k29,28,lung
ach-002065,HC_avg_k29,18,central_nervous_system
ach-000676,HC_avg_k29,15,central_nervous_system
ach-002659,HC_avg_k29,9,colorectal
ach-000844,HC_avg_k29,24,lung
ach-002403,HC_avg_k29,18,skin
ach-002787,HC_avg_k29,18,soft_tissue
ach-002497,HC_avg_k29,4,lung
ach-002798,HC_avg_k29,18,skin
ach-000925,HC_avg_k29,9,lung
ach-002465,HC_avg_k29,18,eye
ach-000272,HC_avg_k29,3,kidney
ach-001035,HC_avg_k29,24,bone
ach-003457,HC_avg_k29,15,skin
ach-000513,HC_avg_k29,3,kidney
ach-001059,HC_avg_k29,28,soft_tissue
ach-000959,HC_avg_k29,9,colorectal
ach-002283,HC_avg_k29,24,peripheral_nervous_system
ach-000169,HC_avg_k29,22,soft_tissue
ach-001402,HC_avg_k29,5,cervix
ach-000796,HC_avg_k29,9,ovary
ach-000143,HC_avg_k29,24,lung
ach-000067,HC_avg_k29,18,central_nervous_system
ach-000640,HC_avg_k29,15,skin
ach-001591,HC_avg_k29,24,lung
ach-001674,HC_avg_k29,24,peripheral_nervous_system
ach-001698,HC_avg_k29,9,upper_aerodigestive
ach-002002,HC_avg_k29,15,skin
ach-002011,HC_avg_k29,15,eye
ach-003268,HC_avg_k29,18,soft_tissue
ach-000967,HC_avg_k29,9,colorectal
ach-000469,HC_avg_k29,18,central_nervous_system
ach-001353,HC_avg_k29,9,pancreas
ach-001574,HC_avg_k29,14,blood
ach-000097,HC_avg_k29,9,breast
ach-000256,HC_avg_k29,8,ovary
ach-000977,HC_avg_k29,9,prostate
ach-000972,HC_avg_k29,8,uterus
ach-001367,HC_avg_k29,24,peripheral_nervous_system
ach-000382,HC_avg_k29,24,lung
ach-003476,HC_avg_k29,9,upper_aerodigestive
ach-000579,HC_avg_k29,15,skin
ach-002035,HC_avg_k29,20,lung
ach-001532,HC_avg_k29,28,kidney
ach-000695,HC_avg_k29,24,lung
ach-001795,HC_avg_k29,3,soft_tissue
ach-001510,HC_avg_k29,9,upper_aerodigestive
ach-000502,HC_avg_k29,9,pancreas
ach-000183,HC_avg_k29,14,plasma_cell
ach-000408,HC_avg_k29,9,esophagus
ach-001496,HC_avg_k29,9,esophagus
ach-000788,HC_avg_k29,15,skin
ach-002405,HC_avg_k29,16,skin
ach-002409,HC_avg_k29,18,central_nervous_system
ach-001622,HC_avg_k29,18,central_nervous_system
ach-000466,HC_avg_k29,9,gastric
ach-001560,HC_avg_k29,18,lung
ach-001019,HC_avg_k29,24,skin
ach-003111,HC_avg_k29,18,soft_tissue
ach-000005,HC_avg_k29,14,blood
ach-001687,HC_avg_k29,3,kidney
ach-001151,HC_avg_k29,6,ovary
ach-000701,HC_avg_k29,9,ovary
ach-000542,HC_avg_k29,18,ovary
ach-000126,HC_avg_k29,18,central_nervous_system
ach-001685,HC_avg_k29,14,lymphocyte
ach-000933,HC_avg_k29,9,pancreas
ach-000068,HC_avg_k29,14,lymphocyte
ach-000015,HC_avg_k29,28,lung
ach-001111,HC_avg_k29,14,lymphocyte
ach-000487,HC_avg_k29,14,blood
ach-000122,HC_avg_k29,14,blood
ach-000288,HC_avg_k29,18,breast
ach-001820,HC_avg_k29,7,breast
ach-000782,HC_avg_k29,14,blood
ach-001632,HC_avg_k29,8,ovary
ach-002399,HC_avg_k29,9,breast
ach-000357,HC_avg_k29,14,lymphocyte
ach-000079,HC_avg_k29,18,fibroblast
ach-001031,HC_avg_k29,28,soft_tissue
ach-001064,HC_avg_k29,14,lymphocyte
ach-002802,HC_avg_k29,15,peripheral_nervous_system
ach-001048,HC_avg_k29,20,ovary
ach-000453,HC_avg_k29,14,plasma_cell
ach-003155,HC_avg_k29,17,liver
ach-000791,HC_avg_k29,9,lung
ach-000567,HC_avg_k29,14,lymphocyte
ach-001391,HC_avg_k29,17,breast
ach-001075,HC_avg_k29,9,lung
ach-000105,HC_avg_k29,14,blood
ach-000557,HC_avg_k29,14,blood
ach-000175,HC_avg_k29,18,fibroblast
ach-001356,HC_avg_k29,18,thyroid
ach-001844,HC_avg_k29,1,bile_duct
ach-001346,HC_avg_k29,9,upper_aerodigestive
ach-000885,HC_avg_k29,3,ovary
ach-000900,HC_avg_k29,28,lung
ach-000666,HC_avg_k29,5,lung
ach-001428,HC_avg_k29,24,bone
ach-000217,HC_avg_k29,18,liver
ach-000872,HC_avg_k29,5,lung
ach-001974,HC_avg_k29,15,skin
ach-002020,HC_avg_k29,9,cervix
ach-001638,HC_avg_k29,14,lymphocyte
ach-001228,HC_avg_k29,9,upper_aerodigestive
ach-000181,HC_avg_k29,9,upper_aerodigestive
ach-000115,HC_avg_k29,9,prostate
ach-000130,HC_avg_k29,14,blood
ach-000121,HC_avg_k29,6,lung
ach-001711,HC_avg_k29,22,central_nervous_system
ach-000934,HC_avg_k29,9,breast
ach-000996,HC_avg_k29,8,uterus
ach-001529,HC_avg_k29,23,uterus
ach-001743,HC_avg_k29,22,soft_tissue
ach-000320,HC_avg_k29,6,pancreas
ach-000505,HC_avg_k29,18,soft_tissue
ach-000781,HC_avg_k29,5,lung
ach-000059,HC_avg_k29,14,blood
ach-000920,HC_avg_k29,14,blood
ach-000294,HC_avg_k29,14,blood
ach-000422,HC_avg_k29,18,liver
ach-000200,HC_avg_k29,18,central_nervous_system
ach-000046,HC_avg_k29,3,kidney
ach-000968,HC_avg_k29,15,skin
ach-000830,HC_avg_k29,24,lung
ach-000114,HC_avg_k29,9,pancreas
ach-000402,HC_avg_k29,14,lymphocyte
ach-001578,HC_avg_k29,23,embryo
ach-000036,HC_avg_k29,18,central_nervous_system
ach-000973,HC_avg_k29,20,urinary_tract
ach-001128,HC_avg_k29,27,soft_tissue
ach-003437,HC_avg_k29,9,gastric
ach-000750,HC_avg_k29,18,skin
ach-000285,HC_avg_k29,14,lymphocyte
ach-002669,HC_avg_k29,9,colorectal
ach-001858,HC_avg_k29,18,bile_duct
ach-001997,HC_avg_k29,9,bile_duct
ach-000052,HC_avg_k29,24,bone
ach-001113,HC_avg_k34,10,lung
ach-001289,HC_avg_k34,33,soft_tissue
ach-001339,HC_avg_k34,16,skin
ach-001979,HC_avg_k34,16,skin
ach-002438,HC_avg_k34,20,kidney
ach-001538,HC_avg_k34,10,bile_duct
ach-000242,HC_avg_k34,10,urinary_tract
ach-000708,HC_avg_k34,10,colorectal
ach-000327,HC_avg_k34,10,lung
ach-000233,HC_avg_k34,15,lymphocyte
ach-000461,HC_avg_k34,10,bile_duct
ach-000705,HC_avg_k34,10,lung
ach-001794,HC_avg_k34,20,soft_tissue
ach-002023,HC_avg_k34,10,colorectal
ach-000528,HC_avg_k34,10,lung
ach-002501,HC_avg_k34,25,soft_tissue
ach-001655,HC_avg_k34,20,uterus
ach-000167,HC_avg_k34,15,plasma_cell
ach-000792,HC_avg_k34,20,kidney
ach-001098,HC_avg_k34,10,pancreas
ach-000570,HC_avg_k34,20,central_nervous_system
ach-000351,HC_avg_k34,13,gastric
ach-002075,HC_avg_k34,28,lung
ach-002040,HC_avg_k34,16,skin
ach-000769,HC_avg_k34,28,lung
ach-000154,HC_avg_k34,20,fibroblast
ach-000828,HC_avg_k34,10,breast
ach-000421,HC_avg_k34,10,colorectal
ach-000765,HC_avg_k34,16,skin
ach-001375,HC_avg_k34,10,pancreas
ach-000008,HC_avg_k34,16,skin
ach-001814,HC_avg_k34,20,bone
ach-000800,HC_avg_k34,28,lung
ach-000606,HC_avg_k34,10,upper_aerodigestive
ach-000317,HC_avg_k34,3,kidney
ach-001492,HC_avg_k34,15,lymphocyte
ach-000123,HC_avg_k34,33,ovary
ach-000723,HC_avg_k34,10,upper_aerodigestive
ach-002066,HC_avg_k34,16,central_nervous_system
ach-001536,HC_avg_k34,5,bile_duct
ach-003136,HC_avg_k34,20,unknown
ach-000313,HC_avg_k34,3,kidney
ach-002019,HC_avg_k34,10,cervix
ach-000728,HC_avg_k34,15,blood
ach-000700,HC_avg_k34,20,lung
ach-000823,HC_avg_k34,10,esophagus
ach-000678,HC_avg_k34,10,gastric
ach-000006,HC_avg_k34,15,blood
ach-002790,HC_avg_k34,25,soft_tissue
ach-002029,HC_avg_k34,10,upper_aerodigestive
ach-001377,HC_avg_k34,10,pancreas
ach-000754,HC_avg_k34,15,lymphocyte
ach-000465,HC_avg_k34,16,skin
ach-000138,HC_avg_k34,10,pancreas
ach-001864,HC_avg_k34,10,bile_duct
ach-000383,HC_avg_k34,10,esophagus
ach-001547,HC_avg_k34,20,lung
ach-000917,HC_avg_k34,10,esophagus
ach-002471,HC_avg_k34,25,bone
ach-000984,HC_avg_k34,9,uterus
ach-002678,HC_avg_k34,15,lymphocyte
ach-001409,HC_avg_k34,10,urinary_tract
ach-001707,HC_avg_k34,15,blood
ach-000117,HC_avg_k34,10,breast
ach-000999,HC_avg_k34,10,colorectal
ach-000633,HC_avg_k34,1,gastric
ach-000520,HC_avg_k34,20,ovary
ach-000176,HC_avg_k34,20,lung
ach-000017,HC_avg_k34,10,breast
ach-000020,HC_avg_k34,15,blood
ach-001385,HC_avg_k34,27,upper_aerodigestive
ach-000587,HC_avg_k34,20,lung
ach-000785,HC_avg_k34,10,lung
ach-003469,HC_avg_k34,20,thyroid
ach-000554,HC_avg_k34,10,breast
ach-003180,HC_avg_k34,20,soft_tissue
ach-001398,HC_avg_k34,3,kidney
ach-001991,HC_avg_k34,28,ovary
ach-001332,HC_avg_k34,10,upper_aerodigestive
ach-000585,HC_avg_k34,10,lung
ach-000550,HC_avg_k34,20,skin
ach-000627,HC_avg_k34,20,lung
ach-000704,HC_avg_k34,9,ovary
ach-000276,HC_avg_k34,8,breast
ach-000075,HC_avg_k34,20,central_nervous_system
ach-000818,HC_avg_k34,10,breast
ach-003184,HC_avg_k34,20,soft_tissue
ach-001616,HC_avg_k34,15,lymphocyte
ach-000625,HC_avg_k34,1,liver
ach-000941,HC_avg_k34,9,uterus
ach-000392,HC_avg_k34,10,lung
ach-000269,HC_avg_k34,20,central_nervous_system
ach-001670,HC_avg_k34,28,peripheral_nervous_system
ach-003133,HC_avg_k34,20,unknown
ach-000856,HC_avg_k34,9,breast
ach-002687,HC_avg_k34,16,eye
ach-001119,HC_avg_k34,15,lymphocyte
ach-003132,HC_avg_k34,20,unknown
ach-000376,HC_avg_k34,20,central_nervous_system
ach-000685,HC_avg_k34,10,pancreas
ach-000729,HC_avg_k34,28,lung
ach-001034,HC_avg_k34,28,bone
ach-001283,HC_avg_k34,28,bone
ach-000880,HC_avg_k34,10,gastric
ach-000035,HC_avg_k34,10,lung
ach-001200,HC_avg_k34,33,soft_tissue
ach-000194,HC_avg_k34,20,fibroblast
ach-000322,HC_avg_k34,16,skin
ach-000552,HC_avg_k34,10,colorectal
ach-002508,HC_avg_k34,20,skin
ach-000222,HC_avg_k34,10,pancreas
ach-000260,HC_avg_k34,20,peripheral_nervous_system
ach-001652,HC_avg_k34,22,uterus
ach-000608,HC_avg_k34,10,ovary
ach-000501,HC_avg_k34,10,colorectal
ach-000612,HC_avg_k34,15,lymphocyte
ach-002033,HC_avg_k34,20,pleura
ach-001184,HC_avg_k34,25,soft_tissue
ach-001688,HC_avg_k34,3,kidney
ach-001838,HC_avg_k34,10,bile_duct
ach-000638,HC_avg_k34,10,lung
ach-001846,HC_avg_k34,1,bile_duct
ach-000798,HC_avg_k34,10,colorectal
ach-001321,HC_avg_k34,28,thyroid
ach-000894,HC_avg_k34,10,lung
ach-001559,HC_avg_k34,20,lung
ach-000344,HC_avg_k34,5,gastric
ach-000223,HC_avg_k34,10,breast
ach-000031,HC_avg_k34,10,pancreas
ach-000034,HC_avg_k34,15,blood
ach-001861,HC_avg_k34,10,bile_duct
ach-003468,HC_avg_k34,20,thyroid
ach-000772,HC_avg_k34,25,soft_tissue
ach-000946,HC_avg_k34,9,uterus
ach-000596,HC_avg_k34,10,lung
ach-001046,HC_avg_k34,15,lung
ach-000632,HC_avg_k34,16,skin
ach-000978,HC_avg_k34,33,uterus
ach-000332,HC_avg_k34,10,pancreas
ach-001841,HC_avg_k34,10,bile_duct
ach-003273,HC_avg_k34,15,blood
ach-000179,HC_avg_k34,28,lung
ach-000887,HC_avg_k34,10,central_nervous_system
ach-000368,HC_avg_k34,20,central_nervous_system
ach-000240,HC_avg_k34,20,fibroblast
ach-000578,HC_avg_k34,10,lung
ach-001611,HC_avg_k34,20,central_nervous_system
ach-000135,HC_avg_k34,20,fibroblast
ach-001671,HC_avg_k34,26,testis
ach-000406,HC_avg_k34,15,blood
ach-001541,HC_avg_k34,15,plasma_cell
ach-000998,HC_avg_k34,10,colorectal
ach-000441,HC_avg_k34,16,skin
ach-000960,HC_avg_k34,15,blood
ach-000098,HC_avg_k34,20,central_nervous_system
ach-001651,HC_avg_k34,5,uterus
ach-001456,HC_avg_k34,10,colorectal
ach-001336,HC_avg_k34,10,cervix
ach-000284,HC_avg_k34,20,fibroblast
ach-000971,HC_avg_k34,11,colorectal
ach-001454,HC_avg_k34,10,colorectal
ach-000926,HC_avg_k34,10,colorectal
ach-000033,HC_avg_k34,10,lung
ach-000576,HC_avg_k34,15,plasma_cell
ach-000019,HC_avg_k34,10,breast
ach-001577,HC_avg_k34,15,blood
ach-001981,HC_avg_k34,16,skin
ach-000330,HC_avg_k34,10,breast
ach-000848,HC_avg_k34,1,liver
ach-000481,HC_avg_k34,10,lung
ach-001517,HC_avg_k34,9,uterus
ach-000338,HC_avg_k34,15,lymphocyte
ach-001959,HC_avg_k34,33,bile_duct
ach-001414,HC_avg_k34,10,urinary_tract
ach-001227,HC_avg_k34,10,upper_aerodigestive
ach-000871,HC_avg_k34,28,lung
ach-001403,HC_avg_k34,9,ovary
ach-000805,HC_avg_k34,16,skin
ach-001142,HC_avg_k34,20,central_nervous_system
ach-001554,HC_avg_k34,16,eye
ach-001667,HC_avg_k34,16,soft_tissue
ach-000847,HC_avg_k34,25,gastric
ach-001447,HC_avg_k34,15,lymphocyte
ach-001537,HC_avg_k34,33,bile_duct
ach-001207,HC_avg_k34,20,fibroblast
ach-001854,HC_avg_k34,20,bile_duct
ach-000832,HC_avg_k34,10,upper_aerodigestive
ach-001975,HC_avg_k34,16,skin
ach-000428,HC_avg_k34,3,kidney
ach-001382,HC_avg_k34,10,pancreas
ach-001302,HC_avg_k34,28,peripheral_nervous_system
ach-000690,HC_avg_k34,10,lung
ach-001134,HC_avg_k34,15,lymphocyte
ach-000914,HC_avg_k34,15,lymphocyte
ach-000858,HC_avg_k34,10,lung
ach-001421,HC_avg_k34,28,eye
ach-002796,HC_avg_k34,25,soft_tissue
ach-003183,HC_avg_k34,20,soft_tissue
ach-002716,HC_avg_k34,15,blood
ach-003100,HC_avg_k34,15,lymphocyte
ach-000544,HC_avg_k34,10,esophagus
ach-000725,HC_avg_k34,10,breast
ach-000566,HC_avg_k34,3,urinary_tract
ach-000760,HC_avg_k34,20,central_nervous_system
ach-001745,HC_avg_k34,25,soft_tissue
ach-000787,HC_avg_k34,20,lung
ach-001598,HC_avg_k34,28,adrenal_cortex
ach-000749,HC_avg_k34,28,lung
ach-001691,HC_avg_k34,20,upper_aerodigestive
ach-001328,HC_avg_k34,10,skin
ach-001704,HC_avg_k34,16,skin
ach-001502,HC_avg_k34,26,testis
ach-002844,HC_avg_k34,20,soft_tissue
ach-001068,HC_avg_k34,15,lymphocyte
ach-000358,HC_avg_k34,28,lung
ach-002695,HC_avg_k34,20,peripheral_nervous_system
ach-001672,HC_avg_k34,26,testis
ach-001654,HC_avg_k34,6,esophagus
ach-001521,HC_avg_k34,10,skin
ach-000209,HC_avg_k34,1,bile_duct
ach-001520,HC_avg_k34,15,blood
ach-000213,HC_avg_k34,10,pancreas
ach-001610,HC_avg_k34,20,central_nervous_system
ach-001408,HC_avg_k34,10,urinary_tract
ach-000991,HC_avg_k34,10,colorectal
ach-001412,HC_avg_k34,10,urinary_tract
ach-000331,HC_avg_k34,20,lung
ach-001407,HC_avg_k34,20,urinary_tract
ach-000580,HC_avg_k34,16,skin
ach-000594,HC_avg_k34,28,lung
ach-000684,HC_avg_k34,3,kidney
ach-000742,HC_avg_k34,20,fibroblast
ach-000868,HC_avg_k34,10,lung
ach-000732,HC_avg_k34,10,upper_aerodigestive
ach-001481,HC_avg_k34,20,peripheral_nervous_system
ach-000429,HC_avg_k34,3,kidney
ach-000310,HC_avg_k34,28,peripheral_nervous_system
ach-002475,HC_avg_k34,26,blood
ach-000643,HC_avg_k34,10,breast
ach-000234,HC_avg_k34,3,kidney
ach-003267,HC_avg_k34,19,soft_tissue
ach-001498,HC_avg_k34,15,lymphocyte
ach-000896,HC_avg_k34,10,urinary_tract
ach-003451,HC_avg_k34,25,kidney
ach-000203,HC_avg_k34,28,peripheral_nervous_system
ach-001607,HC_avg_k34,6,bile_duct
ach-002706,HC_avg_k34,29,gastric
ach-001441,HC_avg_k34,16,eye
ach-000112,HC_avg_k34,15,blood
ach-000874,HC_avg_k34,15,blood
ach-000186,HC_avg_k34,10,lung
ach-002780,HC_avg_k34,28,bone
ach-000677,HC_avg_k34,29,lung
ach-000055,HC_avg_k34,28,central_nervous_system
ach-000485,HC_avg_k34,10,gastric
ach-000672,HC_avg_k34,21,lung
ach-001150,HC_avg_k34,20,bone
ach-000287,HC_avg_k34,15,lymphocyte
ach-000784,HC_avg_k34,10,esophagus
ach-000530,HC_avg_k34,33,lung
ach-002024,HC_avg_k34,28,colorectal
ach-000380,HC_avg_k34,15,plasma_cell
ach-001737,HC_avg_k34,15,blood
ach-001400,HC_avg_k34,10,cervix
ach-001054,HC_avg_k34,28,central_nervous_system
ach-001695,HC_avg_k34,10,upper_aerodigestive
ach-000009,HC_avg_k34,10,colorectal
ach-000491,HC_avg_k34,24,colorectal
ach-001703,HC_avg_k34,15,lymphocyte
ach-000002,HC_avg_k34,15,blood
ach-001568,HC_avg_k34,16,skin
ach-001449,HC_avg_k34,15,lymphocyte
ach-000993,HC_avg_k34,9,uterus
ach-002680,HC_avg_k34,20,central_nervous_system
ach-000877,HC_avg_k34,15,lymphocyte
ach-000711,HC_avg_k34,10,breast
ach-001515,HC_avg_k34,10,cervix
ach-002847,HC_avg_k34,20,unknown
ach-000702,HC_avg_k34,15,lymphocyte
ach-001020,HC_avg_k34,33,soft_tissue
ach-000600,HC_avg_k34,3,kidney
ach-003266,HC_avg_k34,19,soft_tissue
ach-000354,HC_avg_k34,10,pancreas
ach-000012,HC_avg_k34,10,lung
ach-000689,HC_avg_k34,20,soft_tissue
ach-002668,HC_avg_k34,15,blood
ach-002533,HC_avg_k34,3,kidney
ach-000459,HC_avg_k34,3,kidney
ach-002050,HC_avg_k34,20,unknown
ach-003120,HC_avg_k34,28,lung
ach-001413,HC_avg_k34,20,urinary_tract
ach-000686,HC_avg_k34,1,liver
ach-000342,HC_avg_k34,10,colorectal
ach-000208,HC_avg_k34,20,central_nervous_system
ach-000360,HC_avg_k34,10,colorectal
ach-000249,HC_avg_k34,10,colorectal
ach-001368,HC_avg_k34,32,esophagus
ach-000231,HC_avg_k34,20,central_nervous_system
ach-002074,HC_avg_k34,28,lung
ach-000945,HC_avg_k34,21,lung
ach-000662,HC_avg_k34,10,lung
ach-002458,HC_avg_k34,16,skin
ach-001378,HC_avg_k34,10,pancreas
ach-001029,HC_avg_k34,28,bone
ach-001817,HC_avg_k34,20,bone
ach-002846,HC_avg_k34,16,skin
ach-000248,HC_avg_k34,10,breast
ach-000943,HC_avg_k34,11,colorectal
ach-000751,HC_avg_k34,15,blood
ach-001696,HC_avg_k34,10,upper_aerodigestive
ach-002936,HC_avg_k34,25,soft_tissue
ach-001016,HC_avg_k34,20,central_nervous_system
ach-000282,HC_avg_k34,7,lung
ach-003438,HC_avg_k34,20,central_nervous_system
ach-002215,HC_avg_k34,15,lymphocyte
ach-000261,HC_avg_k34,23,lung
ach-000164,HC_avg_k34,29,pancreas
ach-001793,HC_avg_k34,20,soft_tissue
ach-000262,HC_avg_k34,3,kidney
ach-000158,HC_avg_k34,15,lymphocyte
ach-000773,HC_avg_k34,15,lymphocyte
ach-000722,HC_avg_k34,10,colorectal
ach-000857,HC_avg_k34,10,breast
ach-001129,HC_avg_k34,15,blood
ach-001619,HC_avg_k34,7,bile_duct
ach-000184,HC_avg_k34,20,fibroblast
ach-000329,HC_avg_k34,20,central_nervous_system
ach-001569,HC_avg_k34,16,skin
ach-002544,HC_avg_k34,26,gastric
ach-002675,HC_avg_k34,15,blood
ach-000814,HC_avg_k34,16,skin
ach-002499,HC_avg_k34,8,breast
ach-001493,HC_avg_k34,15,lymphocyte
ach-001701,HC_avg_k34,10,upper_aerodigestive
ach-000197,HC_avg_k34,15,blood
ach-000545,HC_avg_k34,10,urinary_tract
ach-000949,HC_avg_k34,10,gastric
ach-000124,HC_avg_k34,15,lymphocyte
ach-000560,HC_avg_k34,28,gastric
ach-000897,HC_avg_k34,20,thyroid
ach-001626,HC_avg_k34,10,upper_aerodigestive
ach-000619,HC_avg_k34,10,upper_aerodigestive
ach-001973,HC_avg_k34,16,skin
ach-001340,HC_avg_k34,9,ovary
ach-000546,HC_avg_k34,10,upper_aerodigestive
ach-001709,HC_avg_k34,15,lymphocyte
ach-002018,HC_avg_k34,16,eye
ach-000153,HC_avg_k34,20,lung
ach-000526,HC_avg_k34,20,fibroblast
ach-000116,HC_avg_k34,9,ovary
ach-000815,HC_avg_k34,15,lymphocyte
ach-001270,HC_avg_k34,25,soft_tissue
ach-002523,HC_avg_k34,25,liver
ach-000324,HC_avg_k34,3,ovary
ach-001949,HC_avg_k34,16,skin
ach-001561,HC_avg_k34,20,lung
ach-000842,HC_avg_k34,10,colorectal
ach-000898,HC_avg_k34,10,gastric
ach-000517,HC_avg_k34,6,pancreas
ach-001980,HC_avg_k34,16,skin
ach-001415,HC_avg_k34,10,urinary_tract
ach-000681,HC_avg_k34,5,lung
ach-001310,HC_avg_k34,3,kidney
ach-000070,HC_avg_k34,15,blood
ach-000484,HC_avg_k34,3,kidney
ach-003426,HC_avg_k34,20,gastric
ach-000108,HC_avg_k34,6,pancreas
ach-000808,HC_avg_k34,20,bile_duct
ach-000656,HC_avg_k34,15,lymphocyte
ach-000166,HC_avg_k34,15,blood
ach-000997,HC_avg_k34,10,colorectal
ach-000866,HC_avg_k34,28,lung
ach-000819,HC_avg_k34,20,central_nervous_system
ach-000226,HC_avg_k34,15,lymphocyte
ach-000087,HC_avg_k34,28,bone
ach-000340,HC_avg_k34,20,fibroblast
ach-002005,HC_avg_k34,16,skin
ach-001680,HC_avg_k34,15,lymphocyte
ach-000758,HC_avg_k34,10,gastric
ach-000196,HC_avg_k34,8,breast
ach-003141,HC_avg_k34,20,muscle
ach-000258,HC_avg_k34,28,breast
ach-000163,HC_avg_k34,20,thyroid
ach-000076,HC_avg_k34,15,blood
ach-000509,HC_avg_k34,15,lymphocyte
ach-001193,HC_avg_k34,28,bone
ach-000571,HC_avg_k34,20,central_nervous_system
ach-000391,HC_avg_k34,28,bone
ach-000293,HC_avg_k34,9,uterus
ach-003138,HC_avg_k34,20,central_nervous_system
ach-000532,HC_avg_k34,10,colorectal
ach-000584,HC_avg_k34,9,ovary
ach-001690,HC_avg_k34,10,upper_aerodigestive
ach-000586,HC_avg_k34,28,lung
ach-000944,HC_avg_k34,15,lymphocyte
ach-003149,HC_avg_k34,20,muscle
ach-000561,HC_avg_k34,10,esophagus
