model_id,method,cluster,tissue
ach-000997,HC_avg_k44,12,colorectal
ach-000866,HC_avg_k44,38,lung
ach-000819,HC_avg_k44,27,central_nervous_system
ach-000226,HC_avg_k44,19,lymphocyte
ach-000087,HC_avg_k44,38,bone
ach-000340,HC_avg_k44,27,fibroblast
ach-002005,HC_avg_k44,20,skin
ach-001680,HC_avg_k44,19,lymphocyte
ach-000758,HC_avg_k44,11,gastric
ach-000196,HC_avg_k44,9,breast
ach-003141,HC_avg_k44,27,muscle
ach-000258,HC_avg_k44,37,breast
ach-000163,HC_avg_k44,27,thyroid
ach-000076,HC_avg_k44,19,blood
ach-000509,HC_avg_k44,19,lymphocyte
ach-001193,HC_avg_k44,38,bone
ach-000571,HC_avg_k44,27,central_nervous_system
ach-000391,HC_avg_k44,38,bone
ach-000293,HC_avg_k44,10,uterus
ach-003138,HC_avg_k44,27,central_nervous_system
ach-000532,HC_avg_k44,12,colorectal
ach-000584,HC_avg_k44,10,ovary
ach-001690,HC_avg_k44,11,upper_aerodigestive
ach-000586,HC_avg_k44,38,lung
ach-000944,HC_avg_k44,19,lymphocyte
ach-003149,HC_avg_k44,27,muscle
ach-000561,HC_avg_k44,11,esophagus
ach-001648,HC_avg_k44,11,prostate
ach-000394,HC_avg_k44,38,lung
ach-000954,HC_avg_k44,10,uterus
ach-000204,HC_avg_k44,19,plasma_cell
ach-000160,HC_avg_k44,40,soft_tissue
ach-003460,HC_avg_k44,19,lymphocyte
ach-000989,HC_avg_k44,12,colorectal
ach-001347,HC_avg_k44,11,upper_aerodigestive
ach-000691,HC_avg_k44,9,breast
ach-000268,HC_avg_k44,12,bile_duct
ach-001209,HC_avg_k44,19,lymphocyte
ach-003456,HC_avg_k44,27,skin
ach-000119,HC_avg_k44,27,fibroblast
ach-000379,HC_avg_k44,12,lung
ach-001341,HC_avg_k44,11,cervix
ach-000714,HC_avg_k44,19,plasma_cell
ach-000937,HC_avg_k44,19,blood
ach-000763,HC_avg_k44,19,plasma_cell
ach-002834,HC_avg_k44,27,bone
ach-001673,HC_avg_k44,12,bile_duct
ach-000326,HC_avg_k44,19,blood
ach-000300,HC_avg_k44,4,kidney
ach-002994,HC_avg_k44,19,blood
ach-000901,HC_avg_k44,27,lung
ach-000816,HC_avg_k44,38,lung
ach-000641,HC_avg_k44,19,blood
ach-000511,HC_avg_k44,24,lung
ach-002077,HC_avg_k44,38,lung
ach-000583,HC_avg_k44,19,lymphocyte
ach-000836,HC_avg_k44,11,upper_aerodigestive
ach-000975,HC_avg_k44,24,lung
ach-000109,HC_avg_k44,12,lung
ach-000467,HC_avg_k44,12,colorectal
ach-000712,HC_avg_k44,38,lung
ach-000671,HC_avg_k44,35,liver
ach-000523,HC_avg_k44,38,lung
ach-000864,HC_avg_k44,38,uterus
ach-000726,HC_avg_k44,11,esophagus
ach-000136,HC_avg_k44,38,peripheral_nervous_system
ach-002067,HC_avg_k44,33,bone
ach-000440,HC_avg_k44,19,lymphocyte
ach-002539,HC_avg_k44,12,colorectal
ach-001461,HC_avg_k44,12,colorectal
ach-000890,HC_avg_k44,27,lung
ach-001692,HC_avg_k44,11,upper_aerodigestive
ach-000027,HC_avg_k44,27,central_nervous_system
ach-000562,HC_avg_k44,12,lung
ach-000748,HC_avg_k44,27,bone
ach-001669,HC_avg_k44,19,blood
ach-000834,HC_avg_k44,11,urinary_tract
ach-000565,HC_avg_k44,12,colorectal
ach-000449,HC_avg_k44,43,soft_tissue
ach-000399,HC_avg_k44,38,lung
ach-002080,HC_avg_k44,38,peripheral_nervous_system
ach-000770,HC_avg_k44,19,blood
ach-000710,HC_avg_k44,12,lung
ach-000507,HC_avg_k44,12,gastric
ach-000066,HC_avg_k44,12,lung
ach-000022,HC_avg_k44,12,pancreas
ach-001668,HC_avg_k44,35,embryo
ach-000334,HC_avg_k44,19,lymphocyte
ach-000374,HC_avg_k44,9,breast
ach-000519,HC_avg_k44,19,blood
ach-000908,HC_avg_k44,12,gastric
ach-002003,HC_avg_k44,20,skin
ach-000574,HC_avg_k44,4,ovary
ach-000148,HC_avg_k44,27,breast
ach-002461,HC_avg_k44,27,skin
ach-000646,HC_avg_k44,10,ovary
ach-000314,HC_avg_k44,28,lung
ach-001705,HC_avg_k44,11,breast
ach-000040,HC_avg_k44,27,central_nervous_system
ach-001057,HC_avg_k44,19,lymphocyte
ach-000430,HC_avg_k44,41,ovary
ach-001041,HC_avg_k44,20,skin
ach-001988,HC_avg_k44,20,skin
ach-001977,HC_avg_k44,27,lung
ach-000370,HC_avg_k44,27,central_nervous_system
ach-001630,HC_avg_k44,10,ovary
ach-000437,HC_avg_k44,27,central_nervous_system
ach-000498,HC_avg_k44,19,blood
ach-001392,HC_avg_k44,12,breast
ach-000503,HC_avg_k44,11,upper_aerodigestive
ach-002778,HC_avg_k44,27,bone
ach-000328,HC_avg_k44,27,central_nervous_system
ach-000403,HC_avg_k44,12,colorectal
ach-000400,HC_avg_k44,12,colorectal
ach-000224,HC_avg_k44,27,fibroblast
ach-000318,HC_avg_k44,11,esophagus
ach-003472,HC_avg_k44,3,thyroid
ach-001430,HC_avg_k44,38,bone
ach-000928,HC_avg_k44,10,uterus
ach-000893,HC_avg_k44,6,lung
ach-000889,HC_avg_k44,19,plasma_cell
ach-000799,HC_avg_k44,20,skin
ach-001623,HC_avg_k44,27,central_nervous_system
ach-000736,HC_avg_k44,12,gastric
ach-000876,HC_avg_k44,12,breast
ach-001232,HC_avg_k44,27,central_nervous_system
ach-001618,HC_avg_k44,19,blood
ach-001828,HC_avg_k44,19,lymphocyte
ach-002650,HC_avg_k44,12,lung
ach-000235,HC_avg_k44,12,pancreas
ach-000381,HC_avg_k44,12,colorectal
ach-001993,HC_avg_k44,19,blood
ach-001301,HC_avg_k44,38,peripheral_nervous_system
ach-000854,HC_avg_k44,19,plasma_cell
ach-000187,HC_avg_k44,38,lung
ach-000543,HC_avg_k44,27,central_nervous_system
ach-000569,HC_avg_k44,27,lung
ach-000668,HC_avg_k44,11,breast
ach-000134,HC_avg_k44,27,fibroblast
ach-000924,HC_avg_k44,6,lung
ach-003473,HC_avg_k44,27,soft_tissue
ach-001450,HC_avg_k44,19,lymphocyte
ach-000296,HC_avg_k44,35,colorectal
ach-002034,HC_avg_k44,36,lung
ach-002781,HC_avg_k44,33,bone
ach-000713,HC_avg_k44,10,ovary
ach-001360,HC_avg_k44,11,cervix
ach-002921,HC_avg_k44,12,breast
ach-000273,HC_avg_k44,27,central_nervous_system
ach-001715,HC_avg_k44,27,bone
ach-001617,HC_avg_k44,19,lymphocyte
ach-000639,HC_avg_k44,38,lung
ach-000590,HC_avg_k44,8,lung
ach-000553,HC_avg_k44,12,lung
ach-000084,HC_avg_k44,19,blood
ach-000094,HC_avg_k44,12,pancreas
ach-000361,HC_avg_k44,27,liver
ach-000719,HC_avg_k44,10,ovary
ach-001396,HC_avg_k44,12,breast
ach-001848,HC_avg_k44,12,bile_duct
ach-000339,HC_avg_k44,24,lung
ach-002048,HC_avg_k44,33,soft_tissue
ach-000218,HC_avg_k44,19,blood
ach-002486,HC_avg_k44,4,ovary
ach-002711,HC_avg_k44,27,upper_aerodigestive
ach-000789,HC_avg_k44,38,lung
ach-000413,HC_avg_k44,27,fibroblast
ach-000125,HC_avg_k44,27,fibroblast
ach-000180,HC_avg_k44,27,fibroblast
ach-000215,HC_avg_k44,27,central_nervous_system
ach-001001,HC_avg_k44,30,bone
ach-000407,HC_avg_k44,27,uterus
ach-002170,HC_avg_k44,38,lung
ach-002027,HC_avg_k44,10,uterus
ach-001132,HC_avg_k44,19,lymphocyte
ach-001278,HC_avg_k44,43,ovary
ach-000032,HC_avg_k44,19,blood
ach-003108,HC_avg_k44,19,lymphocyte
ach-001419,HC_avg_k44,11,breast
ach-000494,HC_avg_k44,4,ovary
ach-000865,HC_avg_k44,11,esophagus
ach-000439,HC_avg_k44,19,blood
ach-001523,HC_avg_k44,11,skin
ach-001983,HC_avg_k44,20,skin
ach-000024,HC_avg_k44,19,plasma_cell
ach-000674,HC_avg_k44,12,gastric
ach-000670,HC_avg_k44,43,lung
ach-000599,HC_avg_k44,12,pancreas
ach-000263,HC_avg_k44,19,blood
ach-003191,HC_avg_k44,27,bone
ach-000303,HC_avg_k44,7,gastric
ach-001551,HC_avg_k44,33,skin
ach-002795,HC_avg_k44,32,soft_tissue
ach-000793,HC_avg_k44,12,gastric
ach-002511,HC_avg_k44,20,skin
ach-000286,HC_avg_k44,12,colorectal
ach-000250,HC_avg_k44,4,kidney
ach-000139,HC_avg_k44,12,pancreas
ach-001735,HC_avg_k44,19,blood
ach-002013,HC_avg_k44,20,eye
ach-001389,HC_avg_k44,27,breast
ach-001183,HC_avg_k44,11,urinary_tract
ach-000551,HC_avg_k44,19,blood
ach-003101,HC_avg_k44,19,lymphocyte
ach-001163,HC_avg_k44,42,kidney
ach-000037,HC_avg_k44,27,soft_tissue
ach-000744,HC_avg_k44,12,lung
ach-000420,HC_avg_k44,4,liver
ach-000336,HC_avg_k44,19,blood
ach-000486,HC_avg_k44,16,urinary_tract
ach-000679,HC_avg_k44,12,esophagus
ach-001557,HC_avg_k44,27,lung
ach-000247,HC_avg_k44,12,gastric
ach-000947,HC_avg_k44,43,ovary
ach-000807,HC_avg_k44,30,central_nervous_system
ach-000476,HC_avg_k44,2,liver
ach-000525,HC_avg_k44,38,lung
ach-003154,HC_avg_k44,22,lung
ach-001148,HC_avg_k44,19,lymphocyte
ach-003455,HC_avg_k44,20,skin
ach-000853,HC_avg_k44,43,lung
ach-000083,HC_avg_k44,27,fibroblast
ach-000479,HC_avg_k44,27,central_nervous_system
ach-000230,HC_avg_k44,27,fibroblast
ach-001664,HC_avg_k44,14,gastric
ach-002705,HC_avg_k44,12,gastric
ach-002937,HC_avg_k44,4,kidney
ach-000955,HC_avg_k44,12,colorectal
ach-000049,HC_avg_k44,4,kidney
ach-000675,HC_avg_k44,12,lung
ach-000199,HC_avg_k44,27,fibroblast
ach-000193,HC_avg_k44,19,plasma_cell
ach-001686,HC_avg_k44,19,lymphocyte
ach-000538,HC_avg_k44,43,gastric
ach-002490,HC_avg_k44,38,lung
ach-001683,HC_avg_k44,12,breast
ach-001990,HC_avg_k44,20,skin
ach-001438,HC_avg_k44,35,testis
ach-001647,HC_avg_k44,19,blood
ach-002043,HC_avg_k44,11,upper_aerodigestive
ach-001649,HC_avg_k44,11,prostate
ach-000155,HC_avg_k44,7,pancreas
ach-000270,HC_avg_k44,12,pancreas
ach-003106,HC_avg_k44,19,lymphocyte
ach-003177,HC_avg_k44,27,soft_tissue
ach-000683,HC_avg_k44,11,colorectal
ach-002017,HC_avg_k44,20,eye
ach-000655,HC_avg_k44,27,central_nervous_system
ach-000145,HC_avg_k44,27,soft_tissue
ach-001495,HC_avg_k44,4,uterus
ach-000188,HC_avg_k44,11,upper_aerodigestive
ach-003458,HC_avg_k44,20,skin
ach-000080,HC_avg_k44,19,blood
ach-000146,HC_avg_k44,19,blood
ach-000415,HC_avg_k44,11,upper_aerodigestive
ach-001518,HC_avg_k44,10,uterus
ach-002290,HC_avg_k44,19,blood
ach-000891,HC_avg_k44,28,lung
ach-001625,HC_avg_k44,11,upper_aerodigestive
ach-001985,HC_avg_k44,27,skin
ach-000895,HC_avg_k44,12,colorectal
ach-000851,HC_avg_k44,12,lung
ach-000824,HC_avg_k44,11,esophagus
ach-000506,HC_avg_k44,38,lung
ach-001427,HC_avg_k44,38,bone
ach-000540,HC_avg_k44,27,fibroblast
ach-000061,HC_avg_k44,19,lymphocyte
ach-000185,HC_avg_k44,27,fibroblast
ach-000568,HC_avg_k44,12,breast
ach-000707,HC_avg_k44,19,lymphocyte
ach-000603,HC_avg_k44,38,lung
ach-000983,HC_avg_k44,19,blood
ach-000541,HC_avg_k44,19,plasma_cell
ach-000680,HC_avg_k44,12,colorectal
ach-002460,HC_avg_k44,20,skin
ach-000111,HC_avg_k44,9,breast
ach-002463,HC_avg_k44,27,eye
ach-000369,HC_avg_k44,19,blood
ach-002928,HC_avg_k44,20,skin
ach-000618,HC_avg_k44,11,upper_aerodigestive
ach-000470,HC_avg_k44,12,colorectal
ach-003150,HC_avg_k44,27,central_nervous_system
ach-002039,HC_avg_k44,11,pancreas
ach-000118,HC_avg_k44,12,pancreas
ach-000614,HC_avg_k44,20,skin
ach-001338,HC_avg_k44,38,peripheral_nervous_system
ach-000432,HC_avg_k44,19,blood
ach-000556,HC_avg_k44,6,cervix
ach-001804,HC_avg_k44,27,soft_tissue
ach-001386,HC_avg_k44,38,lung
ach-001060,HC_avg_k44,19,lymphocyte
ach-001525,HC_avg_k44,11,cervix
ach-001539,HC_avg_k44,19,lymphocyte
ach-000014,HC_avg_k44,20,skin
ach-002785,HC_avg_k44,27,soft_tissue
ach-000637,HC_avg_k44,11,esophagus
ach-002693,HC_avg_k44,33,peripheral_nervous_system
ach-001855,HC_avg_k44,12,bile_duct
ach-000455,HC_avg_k44,27,central_nervous_system
ach-000389,HC_avg_k44,27,central_nervous_system
ach-002710,HC_avg_k44,27,peripheral_nervous_system
ach-000129,HC_avg_k44,38,lung
ach-000490,HC_avg_k44,11,cervix
ach-000434,HC_avg_k44,28,lung
ach-001086,HC_avg_k44,6,cervix
ach-002042,HC_avg_k44,11,thyroid
ach-000597,HC_avg_k44,43,soft_tissue
ach-000756,HC_avg_k44,27,central_nervous_system
ach-000396,HC_avg_k44,27,urinary_tract
ach-003148,HC_avg_k44,27,central_nervous_system
ach-000089,HC_avg_k44,12,colorectal
ach-002478,HC_avg_k44,19,lymphocyte
ach-000371,HC_avg_k44,19,lymphocyte
ach-000265,HC_avg_k44,43,pancreas
ach-000132,HC_avg_k44,10,ovary
ach-000216,HC_avg_k44,12,esophagus
ach-000613,HC_avg_k44,30,bone
ach-000855,HC_avg_k44,11,esophagus
ach-000906,HC_avg_k44,27,ovary
ach-000348,HC_avg_k44,27,skin
ach-001100,HC_avg_k44,19,lymphocyte
ach-000238,HC_avg_k44,11,upper_aerodigestive
ach-000237,HC_avg_k44,27,ovary
ach-003099,HC_avg_k44,11,upper_aerodigestive
ach-000393,HC_avg_k44,27,liver
ach-003107,HC_avg_k44,19,lymphocyte
ach-000623,HC_avg_k44,27,central_nervous_system
ach-000359,HC_avg_k44,27,bone
ach-001028,HC_avg_k44,43,soft_tissue
ach-000621,HC_avg_k44,25,breast
ach-001641,HC_avg_k44,11,upper_aerodigestive
ach-000056,HC_avg_k44,19,lymphocyte
ach-000483,HC_avg_k44,33,liver
ach-003308,HC_avg_k44,27,unknown
ach-000514,HC_avg_k44,38,lung
ach-000051,HC_avg_k44,43,soft_tissue
ach-003433,HC_avg_k44,12,pancreas
ach-000043,HC_avg_k44,27,fibroblast
ach-000936,HC_avg_k44,10,ovary
ach-000716,HC_avg_k44,28,thyroid
ach-000988,HC_avg_k44,10,uterus
ach-000952,HC_avg_k44,12,prostate
ach-001350,HC_avg_k44,28,thyroid
ach-000065,HC_avg_k44,19,blood
ach-000609,HC_avg_k44,27,central_nervous_system
ach-001411,HC_avg_k44,11,urinary_tract
ach-000504,HC_avg_k44,27,central_nervous_system
ach-002677,HC_avg_k44,19,lymphocyte
ach-000956,HC_avg_k44,12,prostate
ach-001712,HC_avg_k44,27,bone
ach-000652,HC_avg_k44,7,pancreas
ach-000414,HC_avg_k44,6,lung
ach-000472,HC_avg_k44,11,upper_aerodigestive
ach-000007,HC_avg_k44,12,colorectal
ach-000446,HC_avg_k44,27,peripheral_nervous_system
ach-003071,HC_avg_k44,38,lung
ach-000386,HC_avg_k44,19,blood
ach-001850,HC_avg_k44,7,bile_duct
ach-000755,HC_avg_k44,12,breast
ach-001503,HC_avg_k44,19,lymphocyte
ach-000028,HC_avg_k44,12,breast
ach-000665,HC_avg_k44,8,lung
ach-001679,HC_avg_k44,19,lymphocyte
ach-000078,HC_avg_k44,38,peripheral_nervous_system
ach-002046,HC_avg_k44,27,uterus
ach-000397,HC_avg_k44,10,uterus
ach-003145,HC_avg_k44,27,embryo
ach-000229,HC_avg_k44,27,fibroblast
ach-002925,HC_avg_k44,20,eye
ach-000518,HC_avg_k44,11,upper_aerodigestive
ach-001566,HC_avg_k44,20,skin
ach-000252,HC_avg_k44,12,colorectal
ach-000572,HC_avg_k44,20,skin
ach-001605,HC_avg_k44,27,central_nervous_system
ach-002522,HC_avg_k44,27,lung
ach-000277,HC_avg_k44,12,breast
ach-001239,HC_avg_k44,20,skin
ach-000786,HC_avg_k44,19,lymphocyte
ach-000803,HC_avg_k44,38,lung
ach-001970,HC_avg_k44,20,skin
ach-002038,HC_avg_k44,12,ovary
ach-000537,HC_avg_k44,2,liver
ach-002660,HC_avg_k44,12,colorectal
ach-002806,HC_avg_k44,27,central_nervous_system
ach-000419,HC_avg_k44,19,plasma_cell
ach-002782,HC_avg_k44,27,soft_tissue
ach-000724,HC_avg_k44,11,urinary_tract
ach-000522,HC_avg_k44,27,urinary_tract
ach-001549,HC_avg_k44,38,lung
ach-000706,HC_avg_k44,6,lung
ach-000737,HC_avg_k44,38,lung
ach-000548,HC_avg_k44,11,upper_aerodigestive
ach-001839,HC_avg_k44,1,bile_duct
ach-001799,HC_avg_k44,27,soft_tissue
ach-001573,HC_avg_k44,19,blood
ach-002946,HC_avg_k44,19,blood
ach-000425,HC_avg_k44,20,skin
ach-003103,HC_avg_k44,19,lymphocyte
ach-000375,HC_avg_k44,43,kidney
ach-000753,HC_avg_k44,30,urinary_tract
ach-000275,HC_avg_k44,27,fibroblast
ach-000735,HC_avg_k44,11,upper_aerodigestive
ach-000654,HC_avg_k44,19,lymphocyte
ach-001067,HC_avg_k44,43,central_nervous_system
ach-000170,HC_avg_k44,11,prostate
ach-001394,HC_avg_k44,11,breast
ach-001433,HC_avg_k44,41,soft_tissue
ach-000404,HC_avg_k44,20,skin
ach-000882,HC_avg_k44,20,skin
ach-001509,HC_avg_k44,11,upper_aerodigestive
ach-000210,HC_avg_k44,38,bone
ach-000254,HC_avg_k44,11,upper_aerodigestive
ach-000604,HC_avg_k44,19,blood
ach-000090,HC_avg_k44,15,prostate
ach-000195,HC_avg_k44,19,blood
ach-001791,HC_avg_k44,27,soft_tissue
ach-001650,HC_avg_k44,6,cervix
ach-000605,HC_avg_k44,11,esophagus
ach-000458,HC_avg_k44,11,skin
ach-003121,HC_avg_k44,38,lung
ach-003125,HC_avg_k44,26,soft_tissue
ach-002084,HC_avg_k44,20,skin
ach-000004,HC_avg_k44,19,blood
ach-000251,HC_avg_k44,7,lung
ach-000241,HC_avg_k44,19,blood
ach-001194,HC_avg_k44,4,kidney
ach-001987,HC_avg_k44,27,skin
ach-002055,HC_avg_k44,19,lymphocyte
ach-002689,HC_avg_k44,33,bone
ach-001443,HC_avg_k44,27,thyroid
ach-000688,HC_avg_k44,24,ovary
ach-000405,HC_avg_k44,19,blood
ach-000821,HC_avg_k44,19,plasma_cell
ach-001677,HC_avg_k44,19,lymphocyte
ach-002526,HC_avg_k44,12,lung
ach-001627,HC_avg_k44,11,prostate
ach-000951,HC_avg_k44,12,lung
ach-001036,HC_avg_k44,19,blood
ach-002792,HC_avg_k44,20,soft_tissue
ach-000547,HC_avg_k44,11,urinary_tract
ach-000826,HC_avg_k44,11,lung
ach-001986,HC_avg_k44,20,skin
ach-001147,HC_avg_k44,19,lymphocyte
ach-002927,HC_avg_k44,20,eye
ach-002470,HC_avg_k44,33,bone
ach-000162,HC_avg_k44,19,lymphocyte
ach-003139,HC_avg_k44,27,muscle
ach-001751,HC_avg_k44,33,soft_tissue
ach-000018,HC_avg_k44,30,urinary_tract
ach-000721,HC_avg_k44,42,breast
ach-000003,HC_avg_k44,12,colorectal
ach-000092,HC_avg_k44,27,lung
ach-000669,HC_avg_k44,12,lung
ach-001099,HC_avg_k44,43,soft_tissue
ach-000648,HC_avg_k44,4,lung
ach-000950,HC_avg_k44,12,colorectal
ach-000050,HC_avg_k44,19,plasma_cell
ach-001106,HC_avg_k44,19,blood
ach-002051,HC_avg_k44,38,lung
ach-000367,HC_avg_k44,27,lung
ach-000589,HC_avg_k44,12,lung
ach-000564,HC_avg_k44,19,plasma_cell
ach-001522,HC_avg_k44,20,skin
ach-000831,HC_avg_k44,4,uterus
ach-000424,HC_avg_k44,38,bone
ach-000409,HC_avg_k44,10,ovary
ach-000616,HC_avg_k44,24,gastric
ach-000628,HC_avg_k44,11,lung
ach-000512,HC_avg_k44,19,plasma_cell
ach-000232,HC_avg_k44,27,central_nervous_system
ach-000820,HC_avg_k44,12,colorectal
ach-001295,HC_avg_k44,38,eye
ach-001164,HC_avg_k44,32,soft_tissue
ach-000806,HC_avg_k44,19,lymphocyte
ach-002524,HC_avg_k44,10,ovary
ach-000645,HC_avg_k44,27,lung
ach-000099,HC_avg_k44,38,peripheral_nervous_system
ach-000902,HC_avg_k44,12,breast
ach-000649,HC_avg_k44,4,kidney
ach-000086,HC_avg_k44,30,lung
ach-000149,HC_avg_k44,27,peripheral_nervous_system
ach-002538,HC_avg_k44,12,colorectal
ach-000142,HC_avg_k44,11,urinary_tract
ach-002535,HC_avg_k44,12,colorectal
ach-000227,HC_avg_k44,38,peripheral_nervous_system
ach-000697,HC_avg_k44,19,lymphocyte
ach-000942,HC_avg_k44,19,blood
ach-000264,HC_avg_k44,31,lung
ach-000809,HC_avg_k44,11,esophagus
ach-000093,HC_avg_k44,12,pancreas
ach-000100,HC_avg_k44,33,soft_tissue
ach-001445,HC_avg_k44,11,upper_aerodigestive
ach-000060,HC_avg_k44,12,pancreas
ach-000001,HC_avg_k44,10,ovary
ach-000957,HC_avg_k44,12,colorectal
ach-000650,HC_avg_k44,20,skin
ach-001096,HC_avg_k44,33,soft_tissue
ach-002799,HC_avg_k44,26,peripheral_nervous_system
ach-002404,HC_avg_k44,20,skin
ach-000239,HC_avg_k44,12,gastric
ach-000762,HC_avg_k44,11,upper_aerodigestive
ach-000922,HC_avg_k44,19,blood
ach-002784,HC_avg_k44,27,soft_tissue
ach-002653,HC_avg_k44,19,blood
ach-000859,HC_avg_k44,11,breast
ach-000990,HC_avg_k44,10,uterus
ach-000410,HC_avg_k44,27,bone
ach-001971,HC_avg_k44,20,skin
ach-000927,HC_avg_k44,12,breast
ach-001853,HC_avg_k44,12,bile_duct
ach-001978,HC_avg_k44,20,skin
ach-000694,HC_avg_k44,11,esophagus
ach-000935,HC_avg_k44,27,colorectal
ach-000918,HC_avg_k44,19,blood
ach-001984,HC_avg_k44,20,skin
ach-000761,HC_avg_k44,11,gastric
ach-001563,HC_avg_k44,27,skin
ach-000974,HC_avg_k44,10,uterus
ach-000297,HC_avg_k44,38,lung
ach-001719,HC_avg_k44,4,ovary
ach-000243,HC_avg_k44,11,pancreas
ach-001418,HC_avg_k44,10,ovary
ach-000362,HC_avg_k44,19,blood
ach-000843,HC_avg_k44,11,lung
ach-002052,HC_avg_k44,38,lung
ach-000840,HC_avg_k44,29,lung
ach-001852,HC_avg_k44,11,bile_duct
ach-001528,HC_avg_k44,28,thyroid
ach-001656,HC_avg_k44,19,blood
ach-000016,HC_avg_k44,4,kidney
ach-000165,HC_avg_k44,27,fibroblast
ach-001460,HC_avg_k44,12,colorectal
ach-000592,HC_avg_k44,27,central_nervous_system
ach-001192,HC_avg_k44,38,bone
ach-000045,HC_avg_k44,19,blood
ach-000741,HC_avg_k44,13,urinary_tract
ach-000912,HC_avg_k44,43,lung
ach-000529,HC_avg_k44,27,fibroblast
ach-000508,HC_avg_k44,38,lung
ach-000577,HC_avg_k44,2,liver
ach-000768,HC_avg_k44,24,breast
ach-000636,HC_avg_k44,19,blood
ach-000667,HC_avg_k44,8,lung
ach-000905,HC_avg_k44,11,urinary_tract
ach-001494,HC_avg_k44,12,bile_duct
ach-000387,HC_avg_k44,19,blood
ach-002510,HC_avg_k44,20,skin
ach-001303,HC_avg_k44,38,peripheral_nervous_system
ach-000026,HC_avg_k44,4,urinary_tract
ach-000838,HC_avg_k44,19,plasma_cell
ach-001172,HC_avg_k44,26,central_nervous_system
ach-000822,HC_avg_k44,20,skin
ach-000531,HC_avg_k44,27,fibroblast
ach-000349,HC_avg_k44,12,breast
ach-000527,HC_avg_k44,10,ovary
ach-000279,HC_avg_k44,38,bone
ach-000516,HC_avg_k44,27,bone
ach-001662,HC_avg_k44,9,breast
ach-000812,HC_avg_k44,20,skin
ach-003157,HC_avg_k44,27,lung
ach-003464,HC_avg_k44,27,soft_tissue
ach-001300,HC_avg_k44,38,peripheral_nervous_system
ach-000524,HC_avg_k44,10,ovary
ach-000611,HC_avg_k44,19,lymphocyte
ach-002419,HC_avg_k44,27,uterus
ach-000411,HC_avg_k44,4,kidney
ach-000718,HC_avg_k44,12,lung
ach-000903,HC_avg_k44,27,thyroid
ach-002021,HC_avg_k44,35,uterus
ach-000433,HC_avg_k44,4,kidney
ach-000499,HC_avg_k44,38,bone
ach-000278,HC_avg_k44,29,ovary
ach-000202,HC_avg_k44,38,colorectal
ach-001736,HC_avg_k44,19,blood
ach-001379,HC_avg_k44,12,pancreas
ach-002070,HC_avg_k44,24,central_nervous_system
ach-002794,HC_avg_k44,27,soft_tissue
ach-000128,HC_avg_k44,27,central_nervous_system
ach-002528,HC_avg_k44,4,kidney
ach-000696,HC_avg_k44,30,ovary
ach-000041,HC_avg_k44,38,bone
ach-000214,HC_avg_k44,27,fibroblast
ach-000747,HC_avg_k44,43,lung
ach-001307,HC_avg_k44,27,thyroid
ach-000341,HC_avg_k44,38,peripheral_nervous_system
ach-001740,HC_avg_k44,33,soft_tissue
ach-000417,HC_avg_k44,12,pancreas
ach-001393,HC_avg_k44,12,breast
ach-000120,HC_avg_k44,27,peripheral_nervous_system
ach-001694,HC_avg_k44,11,upper_aerodigestive
ach-001542,HC_avg_k44,11,upper_aerodigestive
ach-002509,HC_avg_k44,20,skin
ach-000438,HC_avg_k44,8,lung
ach-001366,HC_avg_k44,38,peripheral_nervous_system
ach-000653,HC_avg_k44,19,plasma_cell
ach-000839,HC_avg_k44,11,urinary_tract
ach-000673,HC_avg_k44,27,central_nervous_system
ach-001524,HC_avg_k44,11,skin
ach-000069,HC_avg_k44,19,lymphocyte
ach-002996,HC_avg_k44,27,lung
ach-003142,HC_avg_k44,27,muscle
ach-000323,HC_avg_k44,27,central_nervous_system
ach-000021,HC_avg_k44,12,lung
ach-001863,HC_avg_k44,12,bile_duct
ach-001996,HC_avg_k44,12,bile_duct
ach-000980,HC_avg_k44,38,lung
ach-000106,HC_avg_k44,19,lymphocyte
ach-003156,HC_avg_k44,11,lung
ach-000734,HC_avg_k44,1,liver
ach-000845,HC_avg_k44,12,lung
ach-001982,HC_avg_k44,20,skin
ach-000730,HC_avg_k44,20,skin
ach-001334,HC_avg_k44,11,cervix
ach-000698,HC_avg_k44,38,lung
ach-000802,HC_avg_k44,11,urinary_tract
ach-001836,HC_avg_k44,2,bile_duct
ach-000573,HC_avg_k44,25,breast
ach-001699,HC_avg_k44,11,upper_aerodigestive
ach-000963,HC_avg_k44,12,colorectal
ach-001567,HC_avg_k44,20,skin
ach-001653,HC_avg_k44,12,gastric
ach-000852,HC_avg_k44,12,lung
ach-001862,HC_avg_k44,7,bile_duct
ach-001976,HC_avg_k44,20,skin
ach-002665,HC_avg_k44,12,colorectal
ach-003153,HC_avg_k44,11,lung
ach-000661,HC_avg_k44,20,skin
ach-001500,HC_avg_k44,39,esophagus
ach-001190,HC_avg_k44,20,skin
ach-002467,HC_avg_k44,27,eye
ach-000364,HC_avg_k44,34,bone
ach-000448,HC_avg_k44,11,lung
ach-000979,HC_avg_k44,15,prostate
ach-000932,HC_avg_k44,44,gastric
ach-000783,HC_avg_k44,12,breast
ach-002044,HC_avg_k44,37,upper_aerodigestive
ach-000301,HC_avg_k44,19,blood
