gsm,platform,processing,value_def,has_abs_call,series,title,method
gsm357922,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,Calu6-un-1,gcRMA
gsm357923,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,Calu6-un-2,gcRMA
gsm357924,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,Calu6-un-3,gcRMA
gsm357925,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,Calu6-aza-1,gcRMA
gsm357926,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,Calu6-aza-2,gcRMA
gsm357927,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,Calu6-aza-3,gcRMA
gsm357928,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,SW2-un-3,gcRMA
gsm357929,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,SW2-un-4,gcRMA
gsm357930,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,SW2-un-5,gcRMA
gsm357931,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,SW2-aza-2,gcRMA
gsm357932,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,SW2-aza-3,gcRMA
gsm357933,GPL570,Raw gene expression data generated by the GeneChip Operating Software (Affymetrix) were normalized for all probe sets on the array using the gcrma method.,Natural Log-transformed gcrma values,False,GSE14315,SW2-aza-4,gcRMA
gsm385010,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, A3_Kawakami_rep1",RMA
gsm385011,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, A3_Kawakami_rep2",RMA
gsm385012,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, A4_Fukada_rep2",RMA
gsm385013,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, BJAB",RMA
gsm385014,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, CI-1_rep1",RMA
gsm385015,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, CI-1_rep2",RMA
gsm385016,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, DB",RMA
gsm385017,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, DoHH2",RMA
gsm385018,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, Farage",RMA
gsm385019,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, FarageX1_rep1",RMA
gsm385020,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, FarageX1_rep2",RMA
gsm385021,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, GRANTA-519",RMA
gsm385022,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, HT",RMA
gsm385023,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, Jeko1",RMA
gsm385024,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, KARPAS-1106P_rep1",RMA
gsm385025,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, KARPAS-1106P_rep2",RMA
gsm385026,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, Karpas-422",RMA
gsm385027,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, MC116",RMA
gsm385028,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, MHH-PREB-1_rep1",RMA
gsm385029,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, MHH-PREB-1_rep2",RMA
gsm385030,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, NU-DHL-1_rep3",RMA
gsm385031,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, NU-DHL-1_rep4",RMA
gsm385032,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, NU-DUL-1_rep1",RMA
gsm385033,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, NU-DUL-1_rep2",RMA
gsm385034,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, OCI-Ly19_rep1",RMA
gsm385035,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, OCI-Ly19_rep2",RMA
gsm385036,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, Pfeiffer",RMA
gsm385037,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, RC-K8_rep1",RMA
gsm385038,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, RC-K8_rep2",RMA
gsm385039,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, REC-1",RMA
gsm385040,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, RI_1",RMA
gsm385041,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, RL_rep1",RMA
gsm385042,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, RL_rep2",RMA
gsm385043,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, Ramos_rep1",RMA
gsm385044,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, Ramos_rep2",RMA
gsm385045,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SCC-3_rep1",RMA
gsm385046,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SCC-3_rep2",RMA
gsm385047,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SR",RMA
gsm385048,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-10_rep1",RMA
gsm385049,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-10_rep2",RMA
gsm385050,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-16_rep1",RMA
gsm385051,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-16_rep2",RMA
gsm385052,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-1_rep1",RMA
gsm385053,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-1_rep2",RMA
gsm385054,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-4_rep1",RMA
gsm385055,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-4_rep2",RMA
gsm385056,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-4_rep3",RMA
gsm385057,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-4_rep4",RMA
gsm385058,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-4_rep5",RMA
gsm385059,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-5",RMA
gsm385060,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-6",RMA
gsm385061,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-8_rep1",RMA
gsm385062,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, SU-DHL-8_rep2",RMA
gsm385063,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, Sc-1",RMA
gsm385064,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, TK_rep1",RMA
gsm385065,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, TK_rep2",RMA
gsm385066,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, Toledo",RMA
gsm385067,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, U-698-M_rep1",RMA
gsm385068,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, U-698-M_rep2",RMA
gsm385069,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, WSU-DLCL2",RMA
gsm385070,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, WSU-FSCCL_rep1",RMA
gsm385071,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, WSU-FSCCL_rep2",RMA
gsm385072,GPL570,Expression was normalized and estimated using the GC-RMA package of BioConductor.,GC-RMA value,False,GSE15329,"human non-Hodgkins lymphoma cell line, WSU-NHL",RMA
gsm388882,GPL570,MAS5.0,Signal,True,GSE15520,Naive Huh7 -1,MAS5
gsm388883,GPL570,MAS5.0,Signal,True,GSE15520,Naive Huh7 -2,MAS5
gsm388884,GPL570,MAS5.0,Signal,True,GSE15520,Naive Huh7 -3,MAS5
gsm388886,GPL570,MAS5.0,Signal,True,GSE15520,"Norwalk virus replicon-harboring cells, HG23 -1",MAS5
gsm388887,GPL570,MAS5.0,Signal,True,GSE15520,"Norwalk virus replicon-harboring cells, HG23 -2",MAS5
gsm388888,GPL570,MAS5.0,Signal,True,GSE15520,"Norwalk virus replicon-harboring cells, HG23 -3",MAS5
gsm397661,GPL570,Expression values were estimated using the GC-RMA implementation found in Genedataâ€™s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedataâ€™s Analyst 4.1 packag,normalized signal,False,GSE15824,glioblastoma cell line_LN018_1,RMA
gsm397662,GPL570,Expression values were estimated using the GC-RMA implementation found in Genedataâ€™s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedataâ€™s Analyst 4.1 packag,normalized signal,False,GSE15824,glioblastoma cell line_LN018_2,RMA
gsm397663,GPL570,Expression values were estimated using the GC-RMA implementation found in Genedataâ€™s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedataâ€™s Analyst 4.1 packag,normalized signal,False,GSE15824,glioblastoma cell line_LN215_1,RMA
gsm397664,GPL570,Expression values were estimated using the GC-RMA implementation found in Genedataâ€™s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedataâ€™s Analyst 4.1 packag,normalized signal,False,GSE15824,glioblastoma cell line_LN215_2,RMA
gsm397665,GPL570,Expression values were estimated using the GC-RMA implementation found in Genedataâ€™s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedataâ€™s Analyst 4.1 packag,normalized signal,False,GSE15824,glioblastoma cell line_LN229_1,RMA
gsm397666,GPL570,Expression values were estimated using the GC-RMA implementation found in Genedataâ€™s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedataâ€™s Analyst 4.1 packag,normalized signal,False,GSE15824,glioblastoma cell line_LN229_2,RMA
gsm397667,GPL570,Expression values were estimated using the GC-RMA implementation found in Genedataâ€™s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedataâ€™s Analyst 4.1 packag,normalized signal,False,GSE15824,glioblastoma cell line_LN319_1,RMA
gsm397668,GPL570,Expression values were estimated using the GC-RMA implementation found in Genedataâ€™s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedataâ€™s Analyst 4.1 packag,normalized signal,False,GSE15824,glioblastoma cell line_LN319_2,RMA
gsm397669,GPL570,Expression values were estimated using the GC-RMA implementation found in Genedataâ€™s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedataâ€™s Analyst 4.1 packag,normalized signal,False,GSE15824,glioblastoma cell line_BS149_1,RMA
gsm397670,GPL570,Expression values were estimated using the GC-RMA implementation found in Genedataâ€™s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedataâ€™s Analyst 4.1 packag,normalized signal,False,GSE15824,glioblastoma cell line_BS149_2,RMA
gsm472000,GPL570,The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each arra,log2-transformed MAS5.0 signal intensity,False,GSE19067,NK-cell line KHYG1,RMA
gsm482707,GPL570,We used the Affymetrix GeneChip Suite 5.0 software (MAS 5.0) to calculate raw expression values for each probe sets on the U133 2.0 oligonucleotide arrays.,MAS 5 signal,True,GSE19406,FADU-cDNA3,MAS5
gsm482708,,"FETCH FAILED: Download failed due to '('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))'. ID could be incorrect or the data might not be public yet.",,,,,other
gsm482709,GPL570,We used the Affymetrix GeneChip Suite 5.0 software (MAS 5.0) to calculate raw expression values for each probe sets on the U133 2.0 oligonucleotide arrays.,MAS 5 signal,True,GSE19406,FADU-Twist1,MAS5
gsm482710,GPL570,We used the Affymetrix GeneChip Suite 5.0 software (MAS 5.0) to calculate raw expression values for each probe sets on the U133 2.0 oligonucleotide arrays.,MAS 5 signal,True,GSE19406,FADU-Bmi1,MAS5
gsm499721,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,L428_1,RMA
gsm499722,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,L1236_1,RMA
gsm499723,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,KM-H2_1,RMA
gsm499724,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,HDLM2_1,RMA
gsm499725,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,L540,RMA
gsm499726,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,L540Cy,RMA
gsm499727,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,Reh_1,RMA
gsm499728,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,Namalwa_1,RMA
gsm499729,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,L428_2,RMA
gsm499730,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,L1236_2,RMA
gsm499731,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,KM-H2_2,RMA
gsm499732,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,HDLM2_2,RMA
gsm499733,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,Reh_2,RMA
gsm499734,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,Namalwa_2,RMA
gsm499735,GPL570,Raw data were background corrected with RMA and normalized using quantile normalization. All processeing was done in R/Bioconductor.,log2 RMA-quantile signal intensity,False,GSE20011,SU-DHL-4,RMA
gsm552354,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,AGS - 37 cell line study,RMA
gsm552357,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,Fu97 - 37 cell line study,RMA
gsm552358,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,HGC27 - 37 cell line study,RMA
gsm552359,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,Hs746T - 37 cell line study,RMA
gsm552360,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,IM95 - 37 cell line study,RMA
gsm552362,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,KatoIII - 37 cell line study,RMA
gsm552363,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,MKN1 - 37 cell line study,RMA
gsm552364,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,MKN45 - 37 cell line study,RMA
gsm552365,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,MKN7 - 37 cell line study,RMA
gsm552366,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,NCI-N87 - 37 cell line study,RMA
gsm552367,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,NUGC3 - 37 cell line study,RMA
gsm552368,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,NUGC4 - 37 cell line study,RMA
gsm552369,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,OCUM1 - 37 cell line study,RMA
gsm552370,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,RerfGC1B - 37 cell line study,RMA
gsm552372,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,SNU1 - 37 cell line study,RMA
gsm552373,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,SNU16 - 37 cell line study,RMA
gsm552374,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,SNU5 - 37 cell line study,RMA
gsm552375,GPL570,"The data were analyzed with R version 2.9.0, package affy. Data processing was performed by RMA normalization and Log 2 transformed.",log2 RMA normalized signal intensity,False,GSE15460; GSE22183,SNU719 - 37 cell line study,RMA
gsm562809,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,KMM-1,RMA
gsm562810,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,KMS-11,RMA
gsm562812,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,KMS-12-BM,RMA
gsm562813,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,LP-1,RMA
gsm562814,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,MM1S,RMA
gsm562815,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,MOLP-2,RMA
gsm562816,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,MOLP-8,RMA
gsm562817,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,NCI-H929,RMA
gsm562818,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,OPM-2,RMA
gsm562819,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,RPMI-8226,RMA
gsm562821,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,U-266,RMA
gsm562822,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,AMO-1,RMA
gsm562823,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,DB,RMA
gsm562824,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,HT,RMA
gsm562825,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,OCI-Ly7,RMA
gsm562826,GPL570,.CEL files were background corrected and normalized by the just.rma function in the Bioconductor package affy,log2 RMA signal,False,GSE22759,SU-DHL-4,RMA
gsm579886,GPL570,RMA (Bioconductor Affy Package),RMA signal intensity,False,GSE23583,BJ_Fibroblast_1,RMA
gsm579887,GPL570,RMA (Bioconductor Affy Package),RMA signal intensity,False,GSE23583,BJ_Fibroblast_2,RMA
gsm587155,GPL570,"background-adjusted, normalized intensities were computed using the gcRMA package. Gene detection was performed using the PANP package (http://bioconductor.org/packages/bioc/vignettes/panp/inst/doc/pa","log2, gcRMA signal intensity",False,GSE23806,"conventional glioma cell line, serum_DBTRG05MG",gcRMA
gsm587156,GPL570,"background-adjusted, normalized intensities were computed using the gcRMA package. Gene detection was performed using the PANP package (http://bioconductor.org/packages/bioc/vignettes/panp/inst/doc/pa","log2, gcRMA signal intensity",False,GSE23806,"conventional glioma cell line, serum_G122",gcRMA
gsm587157,GPL570,"background-adjusted, normalized intensities were computed using the gcRMA package. Gene detection was performed using the PANP package (http://bioconductor.org/packages/bioc/vignettes/panp/inst/doc/pa","log2, gcRMA signal intensity",False,GSE23806,"conventional glioma cell line, serum_LN229",gcRMA
gsm587158,GPL570,"background-adjusted, normalized intensities were computed using the gcRMA package. Gene detection was performed using the PANP package (http://bioconductor.org/packages/bioc/vignettes/panp/inst/doc/pa","log2, gcRMA signal intensity",False,GSE23806,"conventional glioma cell line, serum_M059K",gcRMA
